"GO.ID" "Term" "Annotated" "Significant" "Expected" "weightFisher"
"3637" "GO:0048544" "recognition of pollen" 18 0 1.36 "1.00000"
"3638" "GO:0048559" "establishment of floral organ orientatio..." 1 0 0.08 "1.00000"
"3639" "GO:0048560" "establishment of anatomical structure or..." 1 0 0.08 "1.00000"
"3640" "GO:0048564" "photosystem I assembly" 10 0 0.75 "1.00000"
"3641" "GO:0048577" "negative regulation of short-day photope..." 4 0 0.3 "1.00000"
"3642" "GO:0048578" "positive regulation of long-day photoper..." 2 0 0.15 "1.00000"
"3643" "GO:0048629" "trichome patterning" 1 0 0.08 "1.00000"
"3644" "GO:0048639" "positive regulation of developmental gro..." 5 0 0.38 "1.00000"
"3645" "GO:0048640" "negative regulation of developmental gro..." 7 0 0.53 "1.00000"
"3646" "GO:0048700" "acquisition of desiccation tolerance in ..." 1 0 0.08 "1.00000"
"3647" "GO:0048729" "tissue morphogenesis" 1 0 0.08 "1.00000"
"3648" "GO:0048767" "root hair elongation" 20 0 1.51 "1.00000"
"3649" "GO:0048768" "root hair cell tip growth" 4 0 0.3 "1.00000"
"3650" "GO:0048826" "cotyledon morphogenesis" 10 0 0.75 "1.00000"
"3651" "GO:0048829" "root cap development" 7 0 0.53 "1.00000"
"3652" "GO:0048830" "adventitious root development" 2 0 0.15 "1.00000"
"3653" "GO:0048832" "specification of plant organ number" 3 0 0.23 "1.00000"
"3654" "GO:0048833" "specification of floral organ number" 3 0 0.23 "1.00000"
"3655" "GO:0048834" "specification of petal number" 1 0 0.08 "1.00000"
"3656" "GO:0048859" "formation of anatomical boundary" 9 0 0.68 "1.00000"
"3657" "GO:0048863" "stem cell differentiation" 1 0 0.08 "1.00000"
"3658" "GO:0048865" "stem cell fate commitment" 1 0 0.08 "1.00000"
"3659" "GO:0048867" "stem cell fate determination" 1 0 0.08 "1.00000"
"3660" "GO:0048870" "cell motility" 2 0 0.15 "1.00000"
"3661" "GO:0048871" "multicellular organismal homeostasis" 3 0 0.23 "1.00000"
"3662" "GO:0048872" "homeostasis of number of cells" 1 0 0.08 "1.00000"
"3663" "GO:0048873" "homeostasis of number of cells within a ..." 1 0 0.08 "1.00000"
"3664" "GO:0050000" "chromosome localization" 5 0 0.38 "1.00000"
"3665" "GO:0050435" "amyloid-beta metabolic process" 1 0 0.08 "1.00000"
"3666" "GO:0050657" "nucleic acid transport" 32 0 2.41 "1.00000"
"3667" "GO:0050658" "RNA transport" 32 0 2.41 "1.00000"
"3668" "GO:0050665" "hydrogen peroxide biosynthetic process" 7 0 0.53 "1.00000"
"3669" "GO:0050667" "homocysteine metabolic process" 4 0 0.3 "1.00000"
"3670" "GO:0050684" "regulation of mRNA processing" 18 0 1.36 "1.00000"
"3671" "GO:0050685" "positive regulation of mRNA processing" 2 0 0.15 "1.00000"
"3672" "GO:0050687" "negative regulation of defense response ..." 1 0 0.08 "1.00000"
"3673" "GO:0050688" "regulation of defense response to virus" 3 0 0.23 "1.00000"
"3674" "GO:0050691" "regulation of defense response to virus ..." 1 0 0.08 "1.00000"
"3675" "GO:0050779" "RNA destabilization" 2 0 0.15 "1.00000"
"3676" "GO:0050792" "regulation of viral process" 1 0 0.08 "1.00000"
"3677" "GO:0050803" "regulation of synapse structure or activ..." 1 0 0.08 "1.00000"
"3678" "GO:0050810" "regulation of steroid biosynthetic proce..." 1 0 0.08 "1.00000"
"3679" "GO:0050821" "protein stabilization" 10 0 0.75 "1.00000"
"3680" "GO:0050829" "defense response to Gram-negative bacter..." 13 0 0.98 "1.00000"
"3681" "GO:0050878" "regulation of body fluid levels" 1 0 0.08 "1.00000"
"3682" "GO:0050891" "multicellular organismal water homeostas..." 1 0 0.08 "1.00000"
"3683" "GO:0050918" "positive chemotaxis" 12 0 0.91 "1.00000"
"3684" "GO:0050982" "detection of mechanical stimulus" 1 0 0.08 "1.00000"
"3685" "GO:0050994" "regulation of lipid catabolic process" 6 0 0.45 "1.00000"
"3686" "GO:0050995" "negative regulation of lipid catabolic p..." 1 0 0.08 "1.00000"
"3687" "GO:0050996" "positive regulation of lipid catabolic p..." 1 0 0.08 "1.00000"
"3688" "GO:0051013" "microtubule severing" 1 0 0.08 "1.00000"
"3689" "GO:0051014" "actin filament severing" 1 0 0.08 "1.00000"
"3690" "GO:0051016" "barbed-end actin filament capping" 1 0 0.08 "1.00000"
"3691" "GO:0051017" "actin filament bundle assembly" 4 0 0.3 "1.00000"
"3692" "GO:0051026" "chiasma assembly" 7 0 0.53 "1.00000"
"3693" "GO:0051028" "mRNA transport" 28 0 2.11 "1.00000"
"3694" "GO:0051046" "regulation of secretion" 1 0 0.08 "1.00000"
"3695" "GO:0051050" "positive regulation of transport" 9 0 0.68 "1.00000"
"3696" "GO:0051053" "negative regulation of DNA metabolic pro..." 14 0 1.06 "1.00000"
"3697" "GO:0051055" "negative regulation of lipid biosyntheti..." 5 0 0.38 "1.00000"
"3698" "GO:0051056" "regulation of small GTPase mediated sign..." 5 0 0.38 "1.00000"
"3699" "GO:0051058" "negative regulation of small GTPase medi..." 1 0 0.08 "1.00000"
"3700" "GO:0051066" "dihydrobiopterin metabolic process" 1 0 0.08 "1.00000"
"3701" "GO:0051069" "galactomannan metabolic process" 1 0 0.08 "1.00000"
"3702" "GO:0051070" "galactomannan biosynthetic process" 1 0 0.08 "1.00000"
"3703" "GO:0051083" "'de novo' cotranslational protein foldin..." 1 0 0.08 "1.00000"
"3704" "GO:0051091" "positive regulation of DNA-binding trans..." 2 0 0.15 "1.00000"
"3705" "GO:0051095" "regulation of helicase activity" 4 0 0.3 "1.00000"
"3706" "GO:0051096" "positive regulation of helicase activity" 3 0 0.23 "1.00000"
"3707" "GO:0051097" "negative regulation of helicase activity" 1 0 0.08 "1.00000"
"3708" "GO:0051098" "regulation of binding" 3 0 0.23 "1.00000"
"3709" "GO:0051099" "positive regulation of binding" 2 0 0.15 "1.00000"
"3710" "GO:0051100" "negative regulation of binding" 1 0 0.08 "1.00000"
"3711" "GO:0051101" "regulation of DNA binding" 3 0 0.23 "1.00000"
"3712" "GO:0051103" "DNA ligation involved in DNA repair" 2 0 0.15 "1.00000"
"3713" "GO:0051123" "RNA polymerase II preinitiation complex ..." 5 0 0.38 "1.00000"
"3714" "GO:0051125" "regulation of actin nucleation" 2 0 0.15 "1.00000"
"3715" "GO:0051127" "positive regulation of actin nucleation" 2 0 0.15 "1.00000"
"3716" "GO:0051130" "positive regulation of cellular componen..." 42 0 3.17 "1.00000"
"3717" "GO:0051131" "chaperone-mediated protein complex assem..." 2 0 0.15 "1.00000"
"3718" "GO:0051168" "nuclear export" 19 0 1.43 "1.00000"
"3719" "GO:0051175" "negative regulation of sulfur metabolic ..." 3 0 0.23 "1.00000"
"3720" "GO:0051176" "positive regulation of sulfur metabolic ..." 4 0 0.3 "1.00000"
"3721" "GO:0051180" "vitamin transport" 3 0 0.23 "1.00000"
"3722" "GO:0051181" "cofactor transport" 16 0 1.21 "1.00000"
"3723" "GO:0051182" "coenzyme transport" 7 0 0.53 "1.00000"
"3724" "GO:0051189" "prosthetic group metabolic process" 4 0 0.3 "1.00000"
"3725" "GO:0051194" "positive regulation of cofactor metaboli..." 2 0 0.15 "1.00000"
"3726" "GO:0051204" "protein insertion into mitochondrial mem..." 2 0 0.15 "1.00000"
"3727" "GO:0051205" "protein insertion into membrane" 3 0 0.23 "1.00000"
"3728" "GO:0051211" "anisotropic cell growth" 3 0 0.23 "1.00000"
"3729" "GO:0051214" "RNA virus induced gene silencing" 2 0 0.15 "1.00000"
"3730" "GO:0051222" "positive regulation of protein transport" 3 0 0.23 "1.00000"
"3731" "GO:0051223" "regulation of protein transport" 6 0 0.45 "1.00000"
"3732" "GO:0051236" "establishment of RNA localization" 32 0 2.41 "1.00000"
"3733" "GO:0051238" "sequestering of metal ion" 4 0 0.3 "1.00000"
"3734" "GO:0051258" "protein polymerization" 23 0 1.73 "1.00000"
"3735" "GO:0051259" "protein complex oligomerization" 12 0 0.91 "1.00000"
"3736" "GO:0051260" "protein homooligomerization" 7 0 0.53 "1.00000"
"3737" "GO:0051261" "protein depolymerization" 12 0 0.91 "1.00000"
"3738" "GO:0051262" "protein tetramerization" 4 0 0.3 "1.00000"
"3739" "GO:0051289" "protein homotetramerization" 2 0 0.15 "1.00000"
"3740" "GO:0051291" "protein heterooligomerization" 2 0 0.15 "1.00000"
"3741" "GO:0051303" "establishment of chromosome localization" 4 0 0.3 "1.00000"
"3742" "GO:0051307" "meiotic chromosome separation" 10 0 0.75 "1.00000"
"3743" "GO:0051310" "metaphase plate congression" 3 0 0.23 "1.00000"
"3744" "GO:0051312" "chromosome decondensation" 1 0 0.08 "1.00000"
"3745" "GO:0051315" "attachment of mitotic spindle microtubul..." 3 0 0.23 "1.00000"
"3746" "GO:0051316" "attachment of spindle microtubules to ki..." 1 0 0.08 "1.00000"
"3747" "GO:0051336" "regulation of hydrolase activity" 43 0 3.24 "1.00000"
"3748" "GO:0051340" "regulation of ligase activity" 1 0 0.08 "1.00000"
"3749" "GO:0051341" "regulation of oxidoreductase activity" 5 0 0.38 "1.00000"
"3750" "GO:0051345" "positive regulation of hydrolase activit..." 30 0 2.26 "1.00000"
"3751" "GO:0051346" "negative regulation of hydrolase activit..." 11 0 0.83 "1.00000"
"3752" "GO:0051347" "positive regulation of transferase activ..." 10 0 0.75 "1.00000"
"3753" "GO:0051351" "positive regulation of ligase activity" 1 0 0.08 "1.00000"
"3754" "GO:0051353" "positive regulation of oxidoreductase ac..." 3 0 0.23 "1.00000"
"3755" "GO:0051354" "negative regulation of oxidoreductase ac..." 2 0 0.15 "1.00000"
"3756" "GO:0051365" "cellular response to potassium ion starv..." 3 0 0.23 "1.00000"
"3757" "GO:0051382" "kinetochore assembly" 1 0 0.08 "1.00000"
"3758" "GO:0051383" "kinetochore organization" 2 0 0.15 "1.00000"
"3759" "GO:0051415" "microtubule nucleation by interphase mic..." 2 0 0.15 "1.00000"
"3760" "GO:0051418" "microtubule nucleation by microtubule or..." 2 0 0.15 "1.00000"
"3761" "GO:0051438" "regulation of ubiquitin-protein transfer..." 4 0 0.3 "1.00000"
"3762" "GO:0051443" "positive regulation of ubiquitin-protein..." 2 0 0.15 "1.00000"
"3763" "GO:0051444" "negative regulation of ubiquitin-protein..." 2 0 0.15 "1.00000"
"3764" "GO:0051445" "regulation of meiotic cell cycle" 6 0 0.45 "1.00000"
"3765" "GO:0051446" "positive regulation of meiotic cell cycl..." 3 0 0.23 "1.00000"
"3766" "GO:0051447" "negative regulation of meiotic cell cycl..." 2 0 0.15 "1.00000"
"3767" "GO:0051453" "regulation of intracellular pH" 6 0 0.45 "1.00000"
"3768" "GO:0051455" "attachment of spindle microtubules to ki..." 1 0 0.08 "1.00000"
"3769" "GO:0051469" "vesicle fusion with vacuole" 1 0 0.08 "1.00000"
"3770" "GO:0051480" "regulation of cytosolic calcium ion conc..." 3 0 0.23 "1.00000"
"3771" "GO:0051493" "regulation of cytoskeleton organization" 24 0 1.81 "1.00000"
"3772" "GO:0051494" "negative regulation of cytoskeleton orga..." 4 0 0.3 "1.00000"
"3773" "GO:0051495" "positive regulation of cytoskeleton orga..." 14 0 1.06 "1.00000"
"3774" "GO:0051503" "adenine nucleotide transport" 7 0 0.53 "1.00000"
"3775" "GO:0051511" "negative regulation of unidimensional ce..." 1 0 0.08 "1.00000"
"3776" "GO:0051512" "positive regulation of unidimensional ce..." 2 0 0.15 "1.00000"
"3777" "GO:0051513" "regulation of monopolar cell growth" 2 0 0.15 "1.00000"
"3778" "GO:0051552" "flavone metabolic process" 4 0 0.3 "1.00000"
"3779" "GO:0051553" "flavone biosynthetic process" 4 0 0.3 "1.00000"
"3780" "GO:0051554" "flavonol metabolic process" 3 0 0.23 "1.00000"
"3781" "GO:0051555" "flavonol biosynthetic process" 3 0 0.23 "1.00000"
"3782" "GO:0051560" "mitochondrial calcium ion homeostasis" 1 0 0.08 "1.00000"
"3783" "GO:0051562" "negative regulation of mitochondrial cal..." 1 0 0.08 "1.00000"
"3784" "GO:0051567" "histone H3-K9 methylation" 11 0 0.83 "1.00000"
"3785" "GO:0051568" "histone H3-K4 methylation" 16 0 1.21 "1.00000"
"3786" "GO:0051569" "regulation of histone H3-K4 methylation" 6 0 0.45 "1.00000"
"3787" "GO:0051570" "regulation of histone H3-K9 methylation" 7 0 0.53 "1.00000"
"3788" "GO:0051571" "positive regulation of histone H3-K4 met..." 4 0 0.3 "1.00000"
"3789" "GO:0051572" "negative regulation of histone H3-K4 met..." 1 0 0.08 "1.00000"
"3790" "GO:0051574" "positive regulation of histone H3-K9 met..." 5 0 0.38 "1.00000"
"3791" "GO:0051592" "response to calcium ion" 9 0 0.68 "1.00000"
"3792" "GO:0051596" "methylglyoxal catabolic process" 3 0 0.23 "1.00000"
"3793" "GO:0051601" "exocyst localization" 3 0 0.23 "1.00000"
"3794" "GO:0051602" "response to electrical stimulus" 1 0 0.08 "1.00000"
"3795" "GO:0051647" "nucleus localization" 3 0 0.23 "1.00000"
"3796" "GO:0051648" "vesicle localization" 8 0 0.6 "1.00000"
"3797" "GO:0051650" "establishment of vesicle localization" 8 0 0.6 "1.00000"
"3798" "GO:0051668" "localization within membrane" 1 0 0.08 "1.00000"
"3799" "GO:0051674" "localization of cell" 2 0 0.15 "1.00000"
"3800" "GO:0051693" "actin filament capping" 2 0 0.15 "1.00000"
"3801" "GO:0051703" "intraspecies interaction between organis..." 3 0 0.23 "1.00000"
"3802" "GO:0051708" "intracellular protein transport in other..." 1 0 0.08 "1.00000"
"3803" "GO:0051754" "meiotic sister chromatid cohesion, centr..." 4 0 0.3 "1.00000"
"3804" "GO:0051776" "detection of redox state" 1 0 0.08 "1.00000"
"3805" "GO:0051782" "negative regulation of cell division" 5 0 0.38 "1.00000"
"3806" "GO:0051785" "positive regulation of nuclear division" 5 0 0.38 "1.00000"
"3807" "GO:0051788" "response to misfolded protein" 6 0 0.45 "1.00000"
"3808" "GO:0051814" "movement in other organism involved in s..." 4 0 0.3 "1.00000"
"3809" "GO:0051865" "protein autoubiquitination" 11 0 0.83 "1.00000"
"3810" "GO:0051923" "sulfation" 7 0 0.53 "1.00000"
"3811" "GO:0051952" "regulation of amine transport" 4 0 0.3 "1.00000"
"3812" "GO:0051955" "regulation of amino acid transport" 4 0 0.3 "1.00000"
"3813" "GO:0051972" "regulation of telomerase activity" 4 0 0.3 "1.00000"
"3814" "GO:0051973" "positive regulation of telomerase activi..." 2 0 0.15 "1.00000"
"3815" "GO:0051974" "negative regulation of telomerase activi..." 2 0 0.15 "1.00000"
"3816" "GO:0051984" "positive regulation of chromosome segreg..." 4 0 0.3 "1.00000"
"3817" "GO:0052126" "movement in host environment" 4 0 0.3 "1.00000"
"3818" "GO:0052192" "movement in environment of other organis..." 4 0 0.3 "1.00000"
"3819" "GO:0052314" "phytoalexin metabolic process" 4 0 0.3 "1.00000"
"3820" "GO:0052315" "phytoalexin biosynthetic process" 4 0 0.3 "1.00000"
"3821" "GO:0052317" "camalexin metabolic process" 3 0 0.23 "1.00000"
"3822" "GO:0052318" "regulation of phytoalexin metabolic proc..." 2 0 0.15 "1.00000"
"3823" "GO:0052319" "regulation of phytoalexin biosynthetic p..." 2 0 0.15 "1.00000"
"3824" "GO:0052320" "positive regulation of phytoalexin metab..." 2 0 0.15 "1.00000"
"3825" "GO:0052322" "positive regulation of phytoalexin biosy..." 2 0 0.15 "1.00000"
"3826" "GO:0052324" "plant-type cell wall cellulose biosynthe..." 8 0 0.6 "1.00000"
"3827" "GO:0052386" "cell wall thickening" 6 0 0.45 "1.00000"
"3828" "GO:0052482" "defense response by cell wall thickening" 5 0 0.38 "1.00000"
"3829" "GO:0052541" "plant-type cell wall cellulose metabolic..." 8 0 0.6 "1.00000"
"3830" "GO:0052542" "defense response by callose deposition" 7 0 0.53 "1.00000"
"3831" "GO:0052543" "callose deposition in cell wall" 5 0 0.38 "1.00000"
"3832" "GO:0052544" "defense response by callose deposition i..." 5 0 0.38 "1.00000"
"3833" "GO:0052547" "regulation of peptidase activity" 2 0 0.15 "1.00000"
"3834" "GO:0052548" "regulation of endopeptidase activity" 2 0 0.15 "1.00000"
"3835" "GO:0052573" "UDP-D-galactose metabolic process" 1 0 0.08 "1.00000"
"3836" "GO:0052652" "cyclic purine nucleotide metabolic proce..." 2 0 0.15 "1.00000"
"3837" "GO:0052746" "inositol phosphorylation" 3 0 0.23 "1.00000"
"3838" "GO:0052863" "1-deoxy-D-xylulose 5-phosphate metabolic..." 1 0 0.08 "1.00000"
"3839" "GO:0052865" "1-deoxy-D-xylulose 5-phosphate biosynthe..." 1 0 0.08 "1.00000"
"3840" "GO:0055047" "generative cell mitosis" 2 0 0.15 "1.00000"
"3841" "GO:0055062" "phosphate ion homeostasis" 5 0 0.38 "1.00000"
"3842" "GO:0055063" "sulfate ion homeostasis" 1 0 0.08 "1.00000"
"3843" "GO:0055064" "chloride ion homeostasis" 2 0 0.15 "1.00000"
"3844" "GO:0055071" "manganese ion homeostasis" 3 0 0.23 "1.00000"
"3845" "GO:0055074" "calcium ion homeostasis" 12 0 0.91 "1.00000"
"3846" "GO:0055081" "anion homeostasis" 13 0 0.98 "1.00000"
"3847" "GO:0055083" "monovalent inorganic anion homeostasis" 7 0 0.53 "1.00000"
"3848" "GO:0055121" "response to high fluence blue light stim..." 1 0 0.08 "1.00000"
"3849" "GO:0055122" "response to very low light intensity sti..." 1 0 0.08 "1.00000"
"3850" "GO:0060147" "regulation of posttranscriptional gene s..." 15 0 1.13 "1.00000"
"3851" "GO:0060148" "positive regulation of posttranscription..." 6 0 0.45 "1.00000"
"3852" "GO:0060149" "negative regulation of posttranscription..." 6 0 0.45 "1.00000"
"3853" "GO:0060178" "regulation of exocyst localization" 1 0 0.08 "1.00000"
"3854" "GO:0060184" "cell cycle switching" 1 0 0.08 "1.00000"
"3855" "GO:0060191" "regulation of lipase activity" 1 0 0.08 "1.00000"
"3856" "GO:0060193" "positive regulation of lipase activity" 1 0 0.08 "1.00000"
"3857" "GO:0060194" "regulation of antisense RNA transcriptio..." 1 0 0.08 "1.00000"
"3858" "GO:0060195" "negative regulation of antisense RNA tra..." 1 0 0.08 "1.00000"
"3859" "GO:0060236" "regulation of mitotic spindle organizati..." 2 0 0.15 "1.00000"
"3860" "GO:0060249" "anatomical structure homeostasis" 14 0 1.06 "1.00000"
"3861" "GO:0060260" "regulation of transcription initiation f..." 3 0 0.23 "1.00000"
"3862" "GO:0060261" "positive regulation of transcription ini..." 3 0 0.23 "1.00000"
"3863" "GO:0060305" "regulation of cell diameter" 1 0 0.08 "1.00000"
"3864" "GO:0060320" "rejection of self pollen" 4 0 0.3 "1.00000"
"3865" "GO:0060321" "acceptance of pollen" 5 0 0.38 "1.00000"
"3866" "GO:0060341" "regulation of cellular localization" 12 0 0.91 "1.00000"
"3867" "GO:0060359" "response to ammonium ion" 3 0 0.23 "1.00000"
"3868" "GO:0060401" "cytosolic calcium ion transport" 1 0 0.08 "1.00000"
"3869" "GO:0060429" "epithelium development" 11 0 0.83 "1.00000"
"3870" "GO:0060567" "negative regulation of DNA-templated tra..." 1 0 0.08 "1.00000"
"3871" "GO:0060586" "multicellular organismal iron ion homeos..." 1 0 0.08 "1.00000"
"3872" "GO:0060627" "regulation of vesicle-mediated transport" 12 0 0.91 "1.00000"
"3873" "GO:0060628" "regulation of ER to Golgi vesicle-mediat..." 3 0 0.23 "1.00000"
"3874" "GO:0060629" "regulation of homologous chromosome segr..." 1 0 0.08 "1.00000"
"3875" "GO:0060631" "regulation of meiosis I" 4 0 0.3 "1.00000"
"3876" "GO:0060688" "regulation of morphogenesis of a branchi..." 4 0 0.3 "1.00000"
"3877" "GO:0060771" "phyllotactic patterning" 3 0 0.23 "1.00000"
"3878" "GO:0060772" "leaf phyllotactic patterning" 3 0 0.23 "1.00000"
"3879" "GO:0060774" "auxin mediated signaling pathway involve..." 2 0 0.15 "1.00000"
"3880" "GO:0060795" "cell fate commitment involved in formati..." 1 0 0.08 "1.00000"
"3881" "GO:0060858" "vesicle-mediated transport involved in f..." 1 0 0.08 "1.00000"
"3882" "GO:0060860" "regulation of floral organ abscission" 2 0 0.15 "1.00000"
"3883" "GO:0060862" "negative regulation of floral organ absc..." 2 0 0.15 "1.00000"
"3884" "GO:0060866" "leaf abscission" 5 0 0.38 "1.00000"
"3885" "GO:0060867" "fruit abscission" 1 0 0.08 "1.00000"
"3886" "GO:0060903" "positive regulation of meiosis I" 1 0 0.08 "1.00000"
"3887" "GO:0060919" "auxin influx" 3 0 0.23 "1.00000"
"3888" "GO:0060964" "regulation of gene silencing by miRNA" 5 0 0.38 "1.00000"
"3889" "GO:0060966" "regulation of gene silencing by RNA" 12 0 0.91 "1.00000"
"3890" "GO:0060967" "negative regulation of gene silencing by..." 3 0 0.23 "1.00000"
"3891" "GO:0060968" "regulation of gene silencing" 28 0 2.11 "1.00000"
"3892" "GO:0060969" "negative regulation of gene silencing" 9 0 0.68 "1.00000"
"3893" "GO:0060992" "response to fungicide" 4 0 0.3 "1.00000"
"3894" "GO:0061013" "regulation of mRNA catabolic process" 3 0 0.23 "1.00000"
"3895" "GO:0061014" "positive regulation of mRNA catabolic pr..." 2 0 0.15 "1.00000"
"3896" "GO:0061062" "regulation of nematode larval developmen..." 2 0 0.15 "1.00000"
"3897" "GO:0061085" "regulation of histone H3-K27 methylation" 5 0 0.38 "1.00000"
"3898" "GO:0061086" "negative regulation of histone H3-K27 me..." 1 0 0.08 "1.00000"
"3899" "GO:0061087" "positive regulation of histone H3-K27 me..." 3 0 0.23 "1.00000"
"3900" "GO:0061157" "mRNA destabilization" 2 0 0.15 "1.00000"
"3901" "GO:0061387" "regulation of extent of cell growth" 1 0 0.08 "1.00000"
"3902" "GO:0061388" "regulation of rate of cell growth" 1 0 0.08 "1.00000"
"3903" "GO:0061572" "actin filament bundle organization" 4 0 0.3 "1.00000"
"3904" "GO:0061635" "regulation of protein complex stability" 2 0 0.15 "1.00000"
"3905" "GO:0061641" "CENP-A containing chromatin organization" 2 0 0.15 "1.00000"
"3906" "GO:0061647" "histone H3-K9 modification" 11 0 0.83 "1.00000"
"3907" "GO:0061668" "mitochondrial ribosome assembly" 1 0 0.08 "1.00000"
"3908" "GO:0061687" "detoxification of inorganic compound" 3 0 0.23 "1.00000"
"3909" "GO:0061709" "reticulophagy" 2 0 0.15 "1.00000"
"3910" "GO:0061715" "miRNA 2'-O-methylation" 1 0 0.08 "1.00000"
"3911" "GO:0061716" "miRNA export from nucleus" 1 0 0.08 "1.00000"
"3912" "GO:0061726" "mitochondrion disassembly" 7 0 0.53 "1.00000"
"3913" "GO:0061727" "methylglyoxal catabolic process to lacta..." 2 0 0.15 "1.00000"
"3914" "GO:0061760" "antifungal innate immune response" 1 0 0.08 "1.00000"
"3915" "GO:0061912" "selective autophagy" 2 0 0.15 "1.00000"
"3916" "GO:0061919" "process utilizing autophagic mechanism" 23 0 1.73 "1.00000"
"3917" "GO:0061936" "fusion of sperm to egg plasma membrane i..." 1 0 0.08 "1.00000"
"3918" "GO:0061951" "establishment of protein localization to..." 3 0 0.23 "1.00000"
"3919" "GO:0062013" "positive regulation of small molecule me..." 9 0 0.68 "1.00000"
"3920" "GO:0062014" "negative regulation of small molecule me..." 11 0 0.83 "1.00000"
"3921" "GO:0062033" "positive regulation of mitotic sister ch..." 3 0 0.23 "1.00000"
"3922" "GO:0062034" "L-pipecolic acid biosynthetic process" 3 0 0.23 "1.00000"
"3923" "GO:0065004" "protein-DNA complex assembly" 36 0 2.72 "1.00000"
"3924" "GO:0070076" "histone lysine demethylation" 4 0 0.3 "1.00000"
"3925" "GO:0070084" "protein initiator methionine removal" 3 0 0.23 "1.00000"
"3926" "GO:0070125" "mitochondrial translational elongation" 1 0 0.08 "1.00000"
"3927" "GO:0070193" "synaptonemal complex organization" 1 0 0.08 "1.00000"
"3928" "GO:0070197" "meiotic attachment of telomere to nuclea..." 1 0 0.08 "1.00000"
"3929" "GO:0070201" "regulation of establishment of protein l..." 6 0 0.45 "1.00000"
"3930" "GO:0070206" "protein trimerization" 1 0 0.08 "1.00000"
"3931" "GO:0070208" "protein heterotrimerization" 1 0 0.08 "1.00000"
"3932" "GO:0070212" "protein poly-ADP-ribosylation" 2 0 0.15 "1.00000"
"3933" "GO:0070291" "N-acylethanolamine metabolic process" 1 0 0.08 "1.00000"
"3934" "GO:0070297" "regulation of phosphorelay signal transd..." 16 0 1.21 "1.00000"
"3935" "GO:0070298" "negative regulation of phosphorelay sign..." 13 0 0.98 "1.00000"
"3936" "GO:0070301" "cellular response to hydrogen peroxide" 4 0 0.3 "1.00000"
"3937" "GO:0070370" "cellular heat acclimation" 2 0 0.15 "1.00000"
"3938" "GO:0070417" "cellular response to cold" 12 0 0.91 "1.00000"
"3939" "GO:0070475" "rRNA base methylation" 1 0 0.08 "1.00000"
"3940" "GO:0070476" "rRNA (guanine-N7)-methylation" 1 0 0.08 "1.00000"
"3941" "GO:0070478" "nuclear-transcribed mRNA catabolic proce..." 2 0 0.15 "1.00000"
"3942" "GO:0070481" "nuclear-transcribed mRNA catabolic proce..." 1 0 0.08 "1.00000"
"3943" "GO:0070483" "detection of hypoxia" 1 0 0.08 "1.00000"
"3944" "GO:0070507" "regulation of microtubule cytoskeleton o..." 7 0 0.53 "1.00000"
"3945" "GO:0070509" "calcium ion import" 2 0 0.15 "1.00000"
"3946" "GO:0070534" "protein K63-linked ubiquitination" 4 0 0.3 "1.00000"
"3947" "GO:0070536" "protein K63-linked deubiquitination" 2 0 0.15 "1.00000"
"3948" "GO:0070544" "histone H3-K36 demethylation" 1 0 0.08 "1.00000"
"3949" "GO:0070585" "protein localization to mitochondrion" 8 0 0.6 "1.00000"
"3950" "GO:0070588" "calcium ion transmembrane transport" 19 0 1.43 "1.00000"
"3951" "GO:0070601" "centromeric sister chromatid cohesion" 4 0 0.3 "1.00000"
"3952" "GO:0070602" "regulation of centromeric sister chromat..." 1 0 0.08 "1.00000"
"3953" "GO:0070651" "nonfunctional rRNA decay" 1 0 0.08 "1.00000"
"3954" "GO:0070676" "intralumenal vesicle formation" 1 0 0.08 "1.00000"
"3955" "GO:0070681" "glutaminyl-tRNAGln biosynthesis via tran..." 3 0 0.23 "1.00000"
"3956" "GO:0070716" "mismatch repair involved in maintenance ..." 1 0 0.08 "1.00000"
"3957" "GO:0070813" "hydrogen sulfide metabolic process" 2 0 0.15 "1.00000"
"3958" "GO:0070814" "hydrogen sulfide biosynthetic process" 2 0 0.15 "1.00000"
"3959" "GO:0070816" "phosphorylation of RNA polymerase II C-t..." 3 0 0.23 "1.00000"
"3960" "GO:0070827" "chromatin maintenance" 2 0 0.15 "1.00000"
"3961" "GO:0070828" "heterochromatin organization" 6 0 0.45 "1.00000"
"3962" "GO:0070829" "heterochromatin maintenance" 2 0 0.15 "1.00000"
"3963" "GO:0070861" "regulation of protein exit from endoplas..." 1 0 0.08 "1.00000"
"3964" "GO:0070863" "positive regulation of protein exit from..." 1 0 0.08 "1.00000"
"3965" "GO:0070897" "transcription preinitiation complex asse..." 9 0 0.68 "1.00000"
"3966" "GO:0070914" "UV-damage excision repair" 1 0 0.08 "1.00000"
"3967" "GO:0070919" "production of siRNA involved in chromati..." 6 0 0.45 "1.00000"
"3968" "GO:0070920" "regulation of production of small RNA in..." 6 0 0.45 "1.00000"
"3969" "GO:0070932" "histone H3 deacetylation" 7 0 0.53 "1.00000"
"3970" "GO:0070940" "dephosphorylation of RNA polymerase II C..." 4 0 0.3 "1.00000"
"3971" "GO:0070966" "nuclear-transcribed mRNA catabolic proce..." 1 0 0.08 "1.00000"
"3972" "GO:0070979" "protein K11-linked ubiquitination" 3 0 0.23 "1.00000"
