HOG	OG	Gene Tree Parent Clade	lycopersicum	pepper
N0.HOG0000146	OG0000076	n0	Solyc05g045822.1.1, Solyc05g045824.1.1, Solyc05g045840.1.1, Solyc02g021365.1.1, Solyc03g063780.1.1, Solyc06g008140.1.1, Solyc08g074700.1.1, Solyc05g045780.1.1, Solyc09g015860.1.1, Solyc12g038985.1.1, Solyc05g045920.1.1, Solyc00g500154.1.1, Solyc09g050065.1.1, Solyc00g500077.1.1, Solyc00g500032.1.1, Solyc10g006910.3.1, Solyc05g045826.1.1, Solyc05g045828.1.1, Solyc08g045870.3.1, Solyc05g045770.1.1, Solyc09g015850.4.1, Solyc03g063770.3.1, Solyc12g035820.3.1, Solyc00g500245.1.1, Solyc00g500117.1.1, Solyc00g500100.1.1, Solyc00g500274.1.1, Solyc00g500309.1.1	PHT62678.1
N0.HOG0000147	OG0000077	n1	Solyc07g065840.2.1	PHT77427.1
N0.HOG0000148	OG0000077	n27	Solyc12g015880.2.1	PHT69542.1
N0.HOG0000149	OG0000077	n8		PHT89322.1, PHT73441.1, PHT83158.1, PHT93388.1, PHT94467.1, PHT86878.1, PHT95764.1, PHT95315.1, PHT81501.1, PHT89708.1, PHT93120.1, PHT83030.1, PHT88309.1, PHT73442.1, PHT81892.1, PHT81677.1, PHT75567.1, PHT95067.1, PHT89797.1, PHT81730.1
N0.HOG0000150	OG0000077	n6	Solyc03g007890.3.1	PHT87376.1
N0.HOG0000151	OG0000077	n7	Solyc06g036290.3.1	PHT78528.1
N0.HOG0000152	OG0000078	n0	Solyc09g090685.1.1	PHT94668.1, PHT85565.1, PHT85536.1, PHT85194.1, PHT85663.1, PHT85187.1, PHT85188.1, PHT85191.1, PHT85193.1, PHT85532.1, PHT33274.1, PHT87521.1, PHT85558.1, PHT87522.1, PHT85535.1, PHT85531.1, PHT83166.1, PHT85190.1, PHT85559.1, PHT85185.1, PHT85192.1, PHT85664.1, PHT85186.1, PHT85189.1, PHT63839.1, PHT85560.1, PHT85533.1, PHT85662.1
N0.HOG0000153	OG0000079	n0		PHT61835.1, PHT69469.1, PHT60974.1, PHT69490.1, PHT69327.1, PHT69478.1, PHT67143.1, PHT69354.1, PHT69494.1, PHT61588.1, PHT61833.1, PHT69471.1, PHT69330.1, PHT69346.1, PHT69370.1, PHT69373.1, PHT67136.1, PHT69337.1, PHT67142.1, PHT69473.1, PHT69486.1, PHT61390.1, PHT69319.1, PHT74946.1, PHT67175.1, PHT74960.1, PHT69368.1, PHT69350.1, PHT74961.1
N0.HOG0000154	OG0000080	n0	Solyc03g058230.1.1, Solyc11g044690.1.1, Solyc11g044680.3.1, Solyc02g011860.1.1, Solyc00g500040.1.1, Solyc00g500190.1.1, Solyc00g500196.1.1, Solyc00g500084.1.1, Solyc04g045540.1.1, Solyc10g062235.1.1, Solyc11g021310.1.1, Solyc00g500126.1.1, Solyc00g500043.1.1, Solyc00g500278.1.1, Solyc12g036550.3.1, Solyc08g043160.1.1, Solyc00g500279.1.1, Solyc04g045550.1.1, Solyc10g049470.1.1, Solyc02g011845.1.1, Solyc11g021280.2.1, Solyc02g011850.3.1, Solyc00g500191.1.1, Solyc00g500088.1.1, Solyc00g500324.1.1, Solyc11g021300.2.1, Solyc05g016220.1.1, Solyc08g016000.2.1	
N0.HOG0000155	OG0000081	n1	Solyc12g062540.3.1	PHT72541.1
N0.HOG0000156	OG0000081	n6	Solyc04g039845.1.1	PHT61617.1, PHT72509.1, PHT86516.1, PHT76209.1, PHT82229.1, PHT63702.1, PHT93292.1, PHT78323.1, PHT83349.1, PHT66054.1, PHT81903.1, PHT83898.1, PHT77625.1, PHT61371.1, PHT84069.1, PHT94651.1, PHT76105.1, PHT76182.1, PHT95097.1, PHT94403.1
N0.HOG0000157	OG0000081	n26	Solyc00g500063.1.1	PHT78030.1
N0.HOG0000158	OG0000082	n0	Solyc01g014055.1.1, Solyc02g014525.1.1, Solyc09g014945.1.1, Solyc04g051625.1.1, Solyc12g040285.1.1, Solyc04g050745.1.1, Solyc11g020827.1.1, Solyc01g056575.1.1, Solyc09g150114.1.1, Solyc08g041685.1.1, Solyc05g025925.1.1, Solyc04g045425.1.1, Solyc11g020823.1.1, Solyc09g018235.1.1, Solyc06g150107.1.1, Solyc08g150113.1.1, Solyc06g031718.1.1, Solyc07g009237.1.1, Solyc01g066055.1.1, Solyc01g058003.1.1, Solyc04g049925.1.1, Solyc01g057007.1.1, Solyc10g049478.1.1, Solyc09g055185.1.1, Solyc12g062824.1.1, Solyc11g044947.1.1, Solyc03g093613.1.1, Solyc04g039695.1.1	
N0.HOG0000159	OG0000083	n0		PHT87343.1, PHT87337.1, PHT60838.1, PHT71949.1, PHT87829.1, PHT66528.1, PHT87486.1, PHT81902.1, PHT66844.1, PHT78402.1, PHT68704.1, PHT66845.1, PHT68813.1, PHT74168.1, PHT66390.1, PHT77679.1, PHT77819.1, PHT65728.1, PHT76151.1, PHT63145.1, PHT70234.1, PHT94071.1, PHT67411.1, PHT67965.1, PHT65912.1, PHT61849.1, PHT80950.1, PHT67163.1
N0.HOG0000160	OG0000084	n0		PHT93931.1, PHT90319.1, PHT91834.1, PHT88070.1, PHT86248.1, PHT90600.1, PHT66544.1, PHT72089.1, PHT82717.1, PHT84365.1, PHT79642.1, PHT82545.1, PHT82994.1, PHT63847.1, PHT68087.1, PHT66921.1, PHT67845.1, PHT89199.1, PHT81020.1, PHT75646.1, PHT65028.1, PHT68766.1, PHT92475.1, PHT84231.1, PHT78404.1, PHT91256.1, PHT82142.1, PHT84394.1
N0.HOG0000161	OG0000085	n1	Solyc01g007960.3.1	PHT73879.1
N0.HOG0000162	OG0000085	n3	Solyc05g005070.2.1	PHT68322.1
N0.HOG0000163	OG0000085	n5	Solyc01g007990.4.1	PHT73882.1
N0.HOG0000164	OG0000085	n6	Solyc01g007970.2.1, Solyc01g007980.4.1	PHT69038.1, PHT73880.1, PHT73881.1, PHT69035.1, PHT76674.1, PHT69036.1, PHT86905.1, PHT82102.1, PHT65437.1, PHT69037.1, PHT78592.1, PHT69163.1, PHT70951.1, PHT87228.1, PHT68736.1, PHT70406.1, PHT67637.1, PHT86906.1, PHT95425.1
N0.HOG0000165	OG0000086	n1	Solyc05g009250.1.1	PHT61162.1
N0.HOG0000166	OG0000086	n2	Solyc04g009450.1.1	PHT47009.1, PHT67401.1, PHT67397.1, PHT67405.1, PHT61161.1, PHT24674.1, PHT60939.1, PHT67399.1, PHT67365.1, PHT67751.1, PHT67398.1, PHT67404.1, PHT67407.1, PHT67364.1, PHT67403.1, PHT67362.1, PHT67408.1, PHT67402.1, PHT67400.1, PHT67363.1, PHT67366.1, PHT67406.1, PHT67361.1, PHT81034.1
N0.HOG0000167	OG0000087	n0	Solyc05g055190.1.1	PHT82442.1, PHT27601.1, PHT61257.1, PHT82496.1, PHT82500.1, PHT79651.1, PHT61254.1, PHT77923.1, PHT82505.1, PHT82498.1, PHT77925.1, PHT82441.1, PHT82497.1, PHT82495.1, PHT37393.1, PHT77924.1, PHT82503.1, PHT82439.1, PHT82506.1, PHT82501.1, PHT61255.1, PHT82923.1, PHT82499.1, PHT82504.1, PHT61256.1, PHT77922.1
N0.HOG0000168	OG0000088	n1	Solyc10g008220.4.1	PHT69759.1
N0.HOG0000169	OG0000088	n2	Solyc12g005970.1.1	PHT71605.1, PHT71620.1, PHT92299.1, PHT61187.1, PHT24743.1, PHT67635.1, PHT67636.1, PHT71438.1, PHT72136.1, PHT73822.1, PHT71010.1, PHT49300.1, PHT71009.1, PHT71439.1, PHT64340.1, PHT57573.1, PHT73943.1, PHT73944.1, PHT77135.1, PHT73946.1, PHT73941.1, PHT73942.1, PHT72678.1, PHT92559.1
N0.HOG0000170	OG0000089	n0		PHT77642.1, PHT61459.1, PHT77648.1, PHT77673.1, PHT77685.1, PHT77721.1, PHT77850.1, PHT77694.1, PHT77875.1, PHT77724.1, PHT77726.1, PHT77795.1, PHT77761.1, PHT77660.1, PHT61717.1, PHT77686.1, PHT57569.1, PHT77682.1, PHT77880.1, PHT77702.1, PHT77979.1, PHT77953.1, PHT77811.1, PHT61722.1, PHT78087.1, PHT61460.1, PHT77669.1
N0.HOG0000171	OG0000090	n0		PHT66458.1, PHT66706.1, PHT66705.1, PHT66707.1, PHT85462.1, PHT67730.1, PHT85463.1, PHT85397.1, PHT66466.1, PHT85410.1, PHT85407.1, PHT85399.1, PHT66439.1, PHT85406.1, PHT86346.1, PHT85439.1, PHT85435.1, PHT85440.1, PHT71876.1, PHT66465.1, PHT72061.1, PHT86314.1, PHT57614.1, PHT85400.1, PHT86350.1, PHT85786.1, PHT85787.1
N0.HOG0000172	OG0000091	n0		PHT84848.1, PHT71807.1, PHT63576.1, PHT69745.1, PHT94930.1, PHT74236.1, PHT94432.1, PHT93511.1, PHT93659.1, PHT65027.1, PHT79173.1, PHT84432.1, PHT75627.1, PHT69937.1, PHT93550.1, PHT93020.1, PHT74766.1, PHT88419.1, PHT77219.1, PHT72277.1, PHT78859.1, PHT78784.1, PHT90272.1, PHT63069.1, PHT82167.1, PHT88420.1, PHT89493.1
N0.HOG0000173	OG0000092	n0		PHT79031.1, PHT63178.1, PHT76169.1, PHT68702.1, PHT77044.1, PHT93718.1, PHT72216.1, PHT66519.1, PHT86302.1, PHT88912.1, PHT70640.1, PHT95918.1, PHT73230.1, PHT71826.1, PHT66804.1, PHT71895.1, PHT64097.1, PHT93290.1, PHT69837.1, PHT79405.1, PHT81942.1, PHT68683.1, PHT81495.1, PHT95696.1, PHT70813.1, PHT79400.1, PHT75080.1
N0.HOG0000174	OG0000093	n0	Solyc12g010500.3.1, Solyc01g087060.4.1, Solyc11g062260.3.1, Solyc03g026150.3.1, Solyc10g007140.3.1, Solyc12g014070.2.1, Solyc07g062720.3.1, Solyc12g019144.1.1, Solyc12g019200.2.1, Solyc12g019190.1.1, Solyc09g007620.2.1, Solyc05g053040.3.1, Solyc12g040360.2.1, Solyc05g008840.2.1, Solyc12g010780.2.1, Solyc12g005510.3.1, Solyc08g006460.3.1, Solyc12g096420.2.1, Solyc09g007530.3.1, Solyc12g040390.3.1, Solyc03g118840.3.1, Solyc12g088740.2.1, Solyc04g078680.4.1, Solyc01g107940.3.1, Solyc01g107930.3.1, Solyc10g050170.3.1	
N0.HOG0000175	OG0000094	n0	Solyc03g123690.1.1, Solyc06g064440.3.1, Solyc08g082680.3.1, Solyc11g007530.2.1, Solyc05g055390.3.1, Solyc11g005300.2.1, Solyc11g005310.1.1, Solyc11g005280.1.1, Solyc11g005320.1.1, Solyc11g005290.1.1, Solyc02g068415.1.1, Solyc06g049030.4.1, Solyc02g082420.3.1, Solyc03g032060.1.1, Solyc02g038805.1.1, Solyc12g094690.1.1, Solyc04g082690.1.1, Solyc09g010650.1.1, Solyc03g115465.1.1, Solyc07g006400.3.1, Solyc03g114190.1.1, Solyc02g086950.1.1, Solyc02g067700.1.1, Solyc12g005020.2.1, Solyc01g088450.2.1, Solyc01g088440.2.1	
N0.HOG0000176	OG0000095	n1	Solyc03g098360.2.1, Solyc09g064960.2.1	PHT61301.1
N0.HOG0000177	OG0000095	n24	Solyc09g064990.1.1	PHT61298.1
N0.HOG0000178	OG0000095	n6		PHT85351.1, PHT61299.1
N0.HOG0000179	OG0000095	n23		PHT61295.1, PHT61300.1
N0.HOG0000180	OG0000095	n22		PHT85350.1, PHT61304.1
N0.HOG0000181	OG0000095	n21	Solyc03g118330.3.1	PHT88577.1
N0.HOG0000182	OG0000095	n16	Solyc10g055300.2.1	PHT83335.1, PHT71845.1, PHT83334.1
N0.HOG0000183	OG0000095	n19	Solyc11g020270.1.1	PHT65320.1, PHT90010.1
N0.HOG0000184	OG0000096	n0		PHT61167.1, PHT68712.1, PHT80204.1, PHT80903.1, PHT82434.1, PHT66178.1, PHT83929.1, PHT70565.1, PHT72207.1, PHT83927.1, PHT95688.1, PHT95690.1, PHT83953.1, PHT77777.1, PHT61168.1, PHT65608.1, PHT86444.1, PHT83668.1, PHT71357.1, PHT61607.1, PHT83724.1, PHT83926.1, PHT77774.1, PHT95689.1, PHT83928.1, PHT77776.1
N0.HOG0000185	OG0000097	n0	Solyc04g071265.1.1, Solyc03g150148.1.1, Solyc04g072045.1.1, Solyc04g051220.1.1, Solyc01g067920.1.1, Solyc07g042600.3.1, Solyc05g009587.1.1, Solyc01g016665.1.1, Solyc09g018210.1.1, Solyc09g020120.1.1, Solyc01g066650.2.1, Solyc03g082435.1.1, Solyc03g094125.1.1, Solyc05g009583.1.1, Solyc02g150118.1.1, Solyc11g020215.1.1, Solyc10g044585.1.1, Solyc04g070995.1.1, Solyc01g066625.1.1, Solyc02g084470.1.1, Solyc03g083920.1.1, Solyc07g042610.2.1, Solyc01g110070.3.1, Solyc12g011027.1.1, Solyc01g150145.1.1	
N0.HOG0000186	OG0000098	n1	Solyc08g060815.1.1, Solyc04g016085.1.1	PHT86401.1
N0.HOG0000187	OG0000098	n3	Solyc02g150111.1.1, Solyc10g080786.1.1, Solyc04g014578.2.1, Solyc07g150119.1.1, Solyc12g027565.1.1, Solyc05g050515.1.1, Solyc12g042680.1.1, Solyc05g150147.1.1, Solyc03g051923.1.1, Solyc05g047645.1.1, Solyc03g122210.1.1, Solyc09g008110.1.1, Solyc01g111480.1.1, Solyc02g062435.1.1, Solyc02g031730.1.1, Solyc01g066775.1.1, Solyc10g018207.1.1, Solyc12g150109.1.1, Solyc03g096305.1.1, Solyc10g055423.1.1, Solyc08g150149.1.1	PHT95683.1
N0.HOG0000188	OG0000099	n0	Solyc11g066005.1.1	PHT94203.1, PHT85445.1, PHT81615.1, PHT65260.1, PHT61044.1, PHT68165.1, PHT94036.1, PHT25790.1, PHT61046.1, PHT47000.1, PHT91027.1, PHT78431.1, PHT82951.1, PHT93372.1, PHT85444.1, PHT92904.1, PHT84835.1, PHT83095.1, PHT82458.1, PHT81638.1, PHT80044.1, PHT85446.1, PHT76269.1, PHT57555.1
N0.HOG0000189	OG0000100	n0		PHT64794.1, PHT64778.1, PHT67840.1, PHT64789.1, PHT64816.1, PHT65023.1, PHT64818.1, PHT64810.1, PHT74610.1, PHT64812.1, PHT74608.1, PHT72117.1, PHT65311.1, PHT67841.1, PHT65022.1, PHT64791.1, PHT64784.1, PHT60898.1, PHT64774.1, PHT64796.1, PHT64814.1, PHT64799.1, PHT64807.1, PHT64767.1, PHT64803.1
N0.HOG0000190	OG0000101	n0		PHT60964.1, PHT64305.1, PHT64302.1, PHT81589.1, PHT64303.1, PHT60965.1, PHT65176.1, PHT74239.1, PHT89763.1, PHT95007.1, PHT64300.1, PHT64298.1, PHT64304.1, PHT65178.1, PHT89767.1, PHT62551.1, PHT64306.1, PHT65193.1, PHT65189.1, PHT65180.1, PHT81590.1, PHT67839.1, PHT95008.1, PHT89764.1, PHT64301.1
N0.HOG0000191	OG0000102	n0		PHT85111.1, PHT62859.1, PHT85112.1, PHT69766.1, PHT92295.1, PHT69762.1, PHT61189.1, PHT71604.1, PHT92298.1, PHT61188.1, PHT69760.1, PHT69765.1, PHT92297.1, PHT71603.1, PHT69767.1, PHT69763.1, PHT62858.1, PHT61190.1, PHT85113.1, PHT71602.1, PHT92296.1, PHT73945.1, PHT71601.1, PHT69761.1, PHT62081.1
N0.HOG0000192	OG0000103	n1	Solyc01g010067.1.1, Solyc05g018567.1.1	PHT71682.1, PHT96179.1
N0.HOG0000193	OG0000103	n4	Solyc01g067145.1.1	PHT76768.1, PHT87218.1, PHT61120.1, PHT88037.1, PHT61705.1, PHT75476.1, PHT76769.1, PHT85246.1, PHT71814.1, PHT82039.1, PHT86541.1, PHT65207.1, PHT79333.1, PHT67574.1, PHT93449.1, PHT72057.1, PHT25467.1, PHT75963.1, PHT93235.1
N0.HOG0000194	OG0000104	n0	Solyc01g014320.4.1	PHT73955.1, PHT74117.1, PHT90833.1, PHT73964.1, PHT90831.1, PHT73966.1, PHT73956.1, PHT73961.1, PHT73962.1, PHT87803.1, PHT73958.1, PHT73952.1, PHT74119.1, PHT90832.1, PHT93404.1, PHT73965.1, PHT73959.1, PHT73953.1, PHT74120.1, PHT73954.1, PHT73963.1, PHT73960.1, PHT73957.1
N0.HOG0000195	OG0000105	n0	Solyc08g048315.1.1, Solyc03g120870.3.1, Solyc09g074550.3.1, Solyc01g067330.3.1, Solyc01g067300.3.1, Solyc02g069730.3.1, Solyc06g074230.3.1, Solyc09g010200.4.1, Solyc10g083250.2.1, Solyc04g005620.3.1, Solyc05g007790.3.1, Solyc02g067190.4.1, Solyc02g088160.4.1, Solyc06g072550.3.1, Solyc06g072530.3.1, Solyc03g097720.4.1, Solyc03g097730.2.1, Solyc02g078250.4.1, Solyc10g007660.3.1, Solyc07g056040.3.1, Solyc12g005070.2.1, Solyc11g012590.3.1, Solyc05g054190.4.1, Solyc07g006855.2.1	
N0.HOG0000196	OG0000106	n0	Solyc01g068330.4.1	PHT26818.1, PHT85118.1, PHT73643.1, PHT85104.1, PHT73644.1, PHT85105.1, PHT61703.1, PHT80513.1, PHT80511.1, PHT25269.1, PHT67226.1, PHT80508.1, PHT61133.1, PHT67180.1, PHT93911.1, PHT94791.1, PHT75172.1, PHT54629.1, PHT75174.1, PHT69508.1, PHT85103.1, PHT77634.1, PHT80510.1
N0.HOG0000197	OG0000107	n1	Solyc02g070980.1.1, Solyc02g071030.2.1, Solyc02g071010.1.1, Solyc02g070970.1.1, Solyc02g070940.1.1, Solyc02g070950.1.1, Solyc02g070990.1.1, Solyc02g071000.1.1	PHT85089.1
N0.HOG0000198	OG0000107	n9	Solyc03g005780.3.1, Solyc03g005760.1.1, Solyc03g005770.3.1	PHT90202.1, PHT90203.1, PHT90208.1, PHT90207.1, PHT90206.1, PHT90201.1, PHT90204.1, PHT90205.1, PHT90199.1, PHT82675.1, PHT82676.1, PHT25015.1
N0.HOG0000199	OG0000108	n1	Solyc12g088180.1.1	PHT66375.1
N0.HOG0000200	OG0000108	n5	Solyc04g077020.3.1	PHT84431.1
N0.HOG0000201	OG0000108	n7	Solyc02g087880.3.1	PHT91866.1
N0.HOG0000202	OG0000108	n8	Solyc02g091870.3.1	PHT67037.1, PHT69011.1, PHT79591.1, PHT81134.1, PHT94452.1, PHT78500.1, PHT64559.1, PHT78439.1, PHT78440.1, PHT73164.1, PHT61224.1, PHT75349.1, PHT90399.1, PHT64558.1, PHT91435.1
N0.HOG0000203	OG0000109	n0	Solyc04g018010.1.1, Solyc04g017930.1.1, Solyc04g017900.1.1, Solyc12g039200.1.1, Solyc07g064400.2.1, Solyc07g064370.1.1, Solyc04g017850.1.1, Solyc04g017780.3.1, Solyc04g017840.1.1, Solyc04g017910.1.1, Solyc04g018020.3.1, Solyc04g017890.3.1, Solyc04g017860.1.1, Solyc04g017790.1.1, Solyc04g018000.3.1, Solyc07g064380.4.1, Solyc04g017880.1.1, Solyc04g018030.1.1, Solyc04g017920.1.1, Solyc04g017940.3.1, Solyc04g017800.1.1, Solyc07g064360.3.1	PHT93922.1, PHT60931.1
N0.HOG0000204	OG0000110	n1	Solyc12g040740.3.1	PHT66915.1
N0.HOG0000205	OG0000110	n2	Solyc09g064670.3.1	PHT66524.1, PHT66515.1, PHT89508.1, PHT66521.1, PHT66922.1, PHT66924.1, PHT81967.1, PHT66516.1, PHT75400.1, PHT66920.1, PHT66623.1, PHT66520.1, PHT66919.1, PHT67045.1, PHT67042.1, PHT67044.1, PHT67043.1, PHT94814.1, PHT67046.1, PHT81158.1, PHT84093.1
N0.HOG0000206	OG0000111	n0	Solyc12g042560.3.1	PHT72287.1, PHT80897.1, PHT28043.1, PHT94228.1, PHT83308.1, PHT89257.1, PHT68729.1, PHT64478.1, PHT82955.1, PHT64477.1, PHT82956.1, PHT64476.1, PHT68705.1, PHT64474.1, PHT64481.1, PHT72102.1, PHT70578.1, PHT80200.1, PHT68680.1, PHT88504.1, PHT75298.1, PHT67813.1, PHT82954.1
N0.HOG0000207	OG0000112	n0		PHT61038.1, PHT89026.1, PHT29440.1, PHT44346.1, PHT60998.1, PHT60804.1, PHT60831.1, PHT61532.1, PHT61434.1, PHT61531.1, PHT61000.1, PHT60790.1, PHT89236.1, PHT61436.1, PHT61039.1, PHT61549.1, PHT60843.1, PHT57598.1, PHT60769.1, PHT61550.1, PHT61079.1, PHT69499.1, PHT60996.1, PHT61008.1
N0.HOG0000208	OG0000113	n0		PHT94945.1, PHT85739.1, PHT68722.1, PHT90824.1, PHT91035.1, PHT78271.1, PHT60968.1, PHT93176.1, PHT86190.1, PHT80795.1, PHT83774.1, PHT74612.1, PHT82910.1, PHT69173.1, PHT83352.1, PHT63548.1, PHT72982.1, PHT68723.1, PHT82999.1, PHT62332.1, PHT62079.1, PHT62078.1, PHT61043.1, PHT95459.1
N0.HOG0000209	OG0000114	n1	Solyc10g017920.1.1	PHT68324.1, PHT94096.1
N0.HOG0000210	OG0000114	n17	Solyc01g095950.1.1	PHT65490.1, PHT61010.1, PHT65499.1, PHT70743.1, PHT66764.1
N0.HOG0000211	OG0000114	n10		PHT94085.1, PHT94397.1, PHT76216.1, PHT94642.1
N0.HOG0000212	OG0000114	n15	Solyc12g035870.3.1	PHT68264.1
N0.HOG0000213	OG0000114	n16	Solyc00g500053.1.1	PHT85289.1
N0.HOG0000214	OG0000115	n1	Solyc01g011480.1.1	PHT76213.1
N0.HOG0000215	OG0000115	n2	Solyc00g500054.1.1, Solyc00g500136.1.1, Solyc00g500206.1.1	PHT78945.1, PHT61494.1, PHT81585.1, PHT62429.1, PHT94095.1, PHT94408.1, PHT70236.1, PHT84063.1, PHT94554.1, PHT78035.1, PHT74661.1, PHT94645.1, PHT85437.1, PHT67495.1, PHT72030.1, PHT77633.1, PHT80509.1, PHT94409.1
N0.HOG0000216	OG0000116	n1	Solyc05g020010.1.1	PHT74281.1
N0.HOG0000217	OG0000116	n2	Solyc00g500056.1.1, Solyc00g500208.1.1, Solyc00g500138.1.1	PHT76215.1, PHT68445.1, PHT70342.1, PHT68074.1, PHT61492.1, PHT73120.1, PHT94093.1, PHT68444.1, PHT62367.1, PHT88012.1, PHT85433.1, PHT74658.1, PHT74269.1, PHT95626.1, PHT84064.1, PHT94407.1, PHT78034.1, PHT94646.1
N0.HOG0000218	OG0000117	n1	Solyc08g061145.1.1	PHT79091.1, PHT26311.1, PHT72253.1, PHT65830.1, PHT78744.1, PHT70868.1, PHT83734.1, PHT78765.1, PHT87473.1, PHT86634.1, PHT68363.1, PHT74343.1, PHT87024.1, PHT86654.1
N0.HOG0000219	OG0000117	n16	Solyc00g500167.1.1	PHT80125.1, PHT70330.1, PHT70247.1, PHT70284.1, PHT62424.1
N0.HOG0000220	OG0000117	n21	Solyc11g039730.1.1	PHT82048.1
N0.HOG0000221	OG0000118	n0	Solyc04g049110.1.1, Solyc12g017263.1.1, Solyc10g150133.1.1, Solyc01g057117.1.1, Solyc11g042877.1.1, Solyc12g017265.1.1, Solyc10g018790.1.1, Solyc08g016677.1.1, Solyc11g020843.1.1, Solyc07g020915.1.1, Solyc11g042873.1.1, Solyc05g041113.1.1, Solyc08g016567.1.1, Solyc05g150139.1.1, Solyc01g016416.1.1, Solyc10g061845.1.1, Solyc02g081085.1.1, Solyc05g032825.1.1, Solyc10g018713.1.1, Solyc06g036805.1.1, Solyc01g034040.1.1, Solyc09g014641.1.1	PHT69981.1
N0.HOG0000222	OG0000119	n0	Solyc03g116175.1.1, Solyc03g116177.1.1, Solyc05g018657.1.1, Solyc04g078085.1.1, Solyc03g116173.1.1, Solyc10g045233.1.1, Solyc04g049495.1.1, Solyc08g015638.1.1, Solyc04g049877.1.1, Solyc06g050307.1.1, Solyc12g150123.1.1, Solyc04g050627.1.1, Solyc07g014595.1.1, Solyc05g015885.1.1, Solyc01g016565.1.1, Solyc04g049873.1.1, Solyc08g015632.1.1, Solyc08g150108.1.1, Solyc08g015631.1.1, Solyc08g015636.1.1, Solyc04g049875.1.1, Solyc08g016725.1.1, Solyc03g078635.1.1	
N0.HOG0000223	OG0000120	n1	Solyc03g080175.1.1, Solyc02g071387.1.1, Solyc02g032667.1.1, Solyc05g016343.1.1	PHT66317.1
N0.HOG0000224	OG0000120	n5	Solyc09g064247.1.1, Solyc12g017575.1.1, Solyc03g078625.1.1, Solyc11g027897.1.1, Solyc11g072935.1.1, Solyc09g065105.1.1, Solyc10g050227.1.1, Solyc03g025117.1.1, Solyc06g062295.1.1, Solyc09g065387.1.1, Solyc02g065257.1.1, Solyc01g080055.1.1, Solyc11g044235.1.1, Solyc04g051765.1.1, Solyc04g049773.1.1, Solyc11g018627.1.1, Solyc06g035727.1.1	PHT82188.1
N0.HOG0000225	OG0000121	n1	Solyc09g056230.3.1, Solyc12g041940.1.1	PHT87778.1, PHT87776.1, PHT87767.1, PHT87768.1, PHT67684.1
N0.HOG0000226	OG0000121	n15	Solyc12g041950.3.1	PHT67678.1, PHT87777.1, PHT87763.1, PHT87762.1, PHT87766.1, PHT87779.1, PHT87774.1
N0.HOG0000227	OG0000121	n12	Solyc12g041960.2.1	PHT78192.1
N0.HOG0000228	OG0000121	n13	Solyc03g097700.3.1	PHT87770.1, PHT87759.1
N0.HOG0000229	OG0000122	n1	Solyc05g009260.1.1, Solyc06g008470.3.1	PHT77853.1, PHT77862.1, PHT77852.1, PHT77866.1, PHT77646.1, PHT77737.1
N0.HOG0000230	OG0000122	n8	Solyc09g074520.3.1	PHT77695.1, PHT77791.1, PHT61454.1, PHT77736.1, PHT61707.1, PHT60797.1, PHT77698.1, PHT77741.1, PHT57491.1, PHT77690.1, PHT77849.1, PHT63267.1, PHT80536.1, PHT86263.1
N0.HOG0000231	OG0000123	n1	Solyc06g066475.1.1	PHT79369.1, PHT79367.1
N0.HOG0000232	OG0000123	n3	Solyc05g015640.3.1	PHT79337.1, PHT79335.1, PHT88869.1, PHT88865.1, PHT84396.1, PHT79320.1, PHT79323.1, PHT79302.1, PHT79327.1, PHT79326.1, PHT79319.1, PHT79325.1, PHT79324.1, PHT79322.1, PHT79336.1, PHT62785.1, PHT73494.1, PHT73445.1, PHT73493.1
N0.HOG0000233	OG0000124	n1	Solyc05g043390.2.1	PHT93969.1
N0.HOG0000234	OG0000124	n2	Solyc12g038730.1.1	PHT89615.1, PHT69828.1, PHT78101.1, PHT81751.1, PHT72574.1, PHT62561.1, PHT60849.1, PHT81940.1, PHT66069.1, PHT73995.1, PHT65684.1, PHT75595.1, PHT70120.1, PHT84012.1, PHT87357.1, PHT76003.1, PHT72340.1, PHT78813.1, PHT81515.1, PHT81722.1
N0.HOG0000235	OG0000125	n1	Solyc10g006190.4.1	PHT86587.1
N0.HOG0000236	OG0000125	n4	Solyc12g014400.3.1	PHT64466.1
N0.HOG0000237	OG0000125	n5	Solyc10g006170.4.1	PHT69572.1, PHT68266.1, PHT69576.1, PHT69579.1, PHT69582.1, PHT69580.1, PHT87904.1, PHT68265.1, PHT69574.1, PHT69584.1, PHT69581.1, PHT69942.1, PHT93890.1, PHT69577.1, PHT69578.1, PHT69573.1, PHT92650.1
N0.HOG0000238	OG0000126	n0		PHT61037.1, PHT57484.1, PHT61045.1, PHT57562.1, PHT24683.1, PHT47004.1, PHT24578.1, PHT24587.1, PHT47011.1, PHT57506.1, PHT61078.1, PHT25031.1, PHT57485.1, PHT61006.1, PHT24670.1, PHT61081.1, PHT54628.1, PHT61004.1, PHT24746.1, PHT61005.1, PHT24456.1, PHT49318.1, PHT24527.1
