"Orthogroup" "lycopersicum.faa" "pepper.faa" "ortho"
"9096" "OG0016693" "Solyc11g012840.2.1" "PHT83413.1" "ortho_9096"
"9097" "OG0016694" "Solyc11g012870.2.1" "PHT83394.1" "ortho_9097"
"9098" "OG0016695" "Solyc11g012900.3.1" "PHT83327.1" "ortho_9098"
"9099" "OG0016696" "Solyc11g012910.2.1" "PHT83330.1" "ortho_9099"
"9100" "OG0016697" "Solyc11g012920.3.1" "PHT83331.1" "ortho_9100"
"9101" "OG0016698" "Solyc11g012930.2.1" "PHT83326.1" "ortho_9101"
"9102" "OG0016699" "Solyc11g012940.2.1" "PHT83316.1" "ortho_9102"
"9103" "OG0016700" "Solyc11g012950.2.1" "PHT63671.1" "ortho_9103"
"9104" "OG0016701" "Solyc11g012980.1.1" "PHT83313.1" "ortho_9104"
"9105" "OG0016702" "Solyc11g013020.2.1" "PHT83340.1" "ortho_9105"
"9106" "OG0016703" "Solyc11g013030.2.1" "PHT83424.1" "ortho_9106"
"9107" "OG0016705" "Solyc11g013150.1.1" "PHT83368.1" "ortho_9107"
"9108" "OG0016706" "Solyc11g013180.2.1" "PHT83426.1" "ortho_9108"
"9109" "OG0016707" "Solyc11g013220.2.1" "PHT83594.1" "ortho_9109"
"9110" "OG0016708" "Solyc11g013240.3.1" "PHT83593.1" "ortho_9110"
"9111" "OG0016709" "Solyc11g013270.2.1" "PHT83703.1" "ortho_9111"
"9112" "OG0016710" "Solyc11g013300.2.1" "PHT83684.1" "ortho_9112"
"9113" "OG0016711" "Solyc11g013310.2.1" "PHT83685.1" "ortho_9113"
"9114" "OG0016712" "Solyc11g013370.3.1" "PHT83557.1" "ortho_9114"
"9115" "OG0016713" "Solyc11g013380.1.1" "PHT63306.1" "ortho_9115"
"9116" "OG0016714" "Solyc11g013400.3.1" "PHT83558.1" "ortho_9116"
"9117" "OG0016715" "Solyc11g013480.3.1" "PHT83564.1" "ortho_9117"
"9118" "OG0016716" "Solyc11g013490.2.1" "PHT83565.1" "ortho_9118"
"9119" "OG0016717" "Solyc11g013530.3.1" "PHT83573.1" "ortho_9119"
"9120" "OG0016718" "Solyc11g013550.2.1" "PHT83576.1" "ortho_9120"
"9121" "OG0016719" "Solyc11g013760.2.1" "PHT83637.1" "ortho_9121"
"9122" "OG0016720" "Solyc11g013820.2.1" "PHT78119.1" "ortho_9122"
"9123" "OG0016721" "Solyc11g013830.2.1" "PHT83472.1" "ortho_9123"
"9124" "OG0016722" "Solyc11g013880.1.1" "PHT83478.1" "ortho_9124"
"9125" "OG0016723" "Solyc11g016940.2.1" "PHT83479.1" "ortho_9125"
"9126" "OG0016724" "Solyc11g017010.2.1" "PHT83710.1" "ortho_9126"
"9127" "OG0016725" "Solyc11g017050.1.1" "PHT69548.1" "ortho_9127"
"9128" "OG0016726" "Solyc11g017100.1.1" "PHT83714.1" "ortho_9128"
"9129" "OG0016727" "Solyc11g017130.2.1" "PHT83715.1" "ortho_9129"
"9130" "OG0016728" "Solyc11g017200.2.1" "PHT83723.1" "ortho_9130"
"9131" "OG0016729" "Solyc11g017230.2.1" "PHT83726.1" "ortho_9131"
"9132" "OG0016730" "Solyc11g017240.3.1" "PHT83727.1" "ortho_9132"
"9133" "OG0016731" "Solyc11g017250.2.1" "PHT83858.1" "ortho_9133"
"9134" "OG0016732" "Solyc11g017290.1.1" "PHT83854.1" "ortho_9134"
"9135" "OG0016733" "Solyc11g017380.2.1" "PHT83837.1" "ortho_9135"
"9136" "OG0016734" "Solyc11g017430.3.1" "PHT83844.1" "ortho_9136"
"9137" "OG0016735" "Solyc11g017440.3.1" "PHT83736.1" "ortho_9137"
"9138" "OG0016736" "Solyc11g017470.2.1" "PHT83741.1" "ortho_9138"
"9139" "OG0016738" "Solyc11g018580.2.1" "PHT83410.1" "ortho_9139"
"9140" "OG0016739" "Solyc11g018600.1.1" "PHT83405.1" "ortho_9140"
"9141" "OG0016741" "Solyc11g018670.3.1" "PHT64930.1" "ortho_9141"
"9142" "OG0016742" "Solyc11g018690.2.1" "PHT83584.1" "ortho_9142"
"9143" "OG0016743" "Solyc11g019910.1.1" "PHT83620.1" "ortho_9143"
"9144" "OG0016744" "Solyc11g019960.2.1" "PHT83397.1" "ortho_9144"
"9145" "OG0016745" "Solyc11g019970.3.1" "PHT92894.1" "ortho_9145"
"9146" "OG0016746" "Solyc11g020060.2.1" "PHT83554.1" "ortho_9146"
"9147" "OG0016747" "Solyc11g020300.2.1" "PHT83393.1" "ortho_9147"
"9148" "OG0016749" "Solyc11g020760.3.1" "PHT83581.1" "ortho_9148"
"9149" "OG0016750" "Solyc11g020780.2.1" "PHT83579.1" "ortho_9149"
"9150" "OG0016751" "Solyc11g020870.3.1" "PHT83601.1" "ortho_9150"
"9151" "OG0016752" "Solyc11g020910.3.1" "PHT83645.1" "ortho_9151"
"9152" "OG0016753" "Solyc11g020950.3.1" "PHT83604.1" "ortho_9152"
"9153" "OG0016754" "Solyc11g022390.2.1" "PHT83651.1" "ortho_9153"
"9154" "OG0016755" "Solyc11g022530.3.1" "PHT79332.1" "ortho_9154"
"9155" "OG0016756" "Solyc11g051170.2.1" "PHT70338.1" "ortho_9155"
"9156" "OG0016757" "Solyc11g027810.3.1" "PHT83418.1" "ortho_9156"
"9157" "OG0016758" "Solyc11g028020.3.1" "PHT94519.1" "ortho_9157"
"9158" "OG0016759" "Solyc11g030710.2.1" "PHT83679.1" "ortho_9158"
"9159" "OG0016760" "Solyc11g030730.2.1" "PHT83817.1" "ortho_9159"
"9160" "OG0016761" "Solyc11g030760.1.1" "PHT72443.1" "ortho_9160"
"9161" "OG0016762" "Solyc11g031950.1.1" "PHT71025.1" "ortho_9161"
"9162" "OG0016763" "Solyc11g031960.2.1" "PHT76756.1" "ortho_9162"
"9163" "OG0016764" "Solyc11g032050.2.1" "PHT84337.1" "ortho_9163"
"9164" "OG0016765" "Solyc11g032060.3.1" "PHT68013.1" "ortho_9164"
"9165" "OG0016766" "Solyc11g033260.2.1" "PHT81084.1" "ortho_9165"
"9166" "OG0016767" "Solyc11g033270.2.1" "PHT81041.1" "ortho_9166"
"9167" "OG0016768" "Solyc11g033284.1.1" "PHT81067.1" "ortho_9167"
"9168" "OG0016769" "Solyc11g033288.1.1" "PHT81068.1" "ortho_9168"
"9169" "OG0016770" "Solyc11g045670.3.1" "PHT81061.1" "ortho_9169"
"9170" "OG0016771" "Solyc11g045610.2.1" "PHT83582.1" "ortho_9170"
"9171" "OG0016772" "Solyc11g045510.3.1" "PHT68367.1" "ortho_9171"
"9172" "OG0016773" "Solyc11g045370.1.1" "PHT68365.1" "ortho_9172"
"9173" "OG0016774" "Solyc11g045360.1.1" "PHT64043.1" "ortho_9173"
"9174" "OG0016775" "Solyc11g045350.2.1" "PHT64870.1" "ortho_9174"
"9175" "OG0016776" "Solyc11g045310.3.1" "PHT68472.1" "ortho_9175"
"9176" "OG0016777" "Solyc11g045270.3.1" "PHT68465.1" "ortho_9176"
"9177" "OG0016778" "Solyc11g045250.1.1" "PHT68466.1" "ortho_9177"
"9178" "OG0016779" "Solyc11g045230.2.1" "PHT68399.1" "ortho_9178"
"9179" "OG0016780" "Solyc11g045220.2.1" "PHT64665.1" "ortho_9179"
"9180" "OG0016781" "Solyc11g045210.2.1" "PHT68397.1" "ortho_9180"
"9181" "OG0016782" "Solyc11g045215.1.1" "PHT81476.1" "ortho_9181"
"9182" "OG0016783" "Solyc11g045180.3.1" "PHT62273.1" "ortho_9182"
"9183" "OG0016784" "Solyc11g045160.3.1" "PHT68348.1" "ortho_9183"
"9184" "OG0016785" "Solyc11g045120.3.1" "PHT68345.1" "ortho_9184"
"9185" "OG0016786" "Solyc11g045040.2.1" "PHT92236.1" "ortho_9185"
"9186" "OG0016787" "Solyc11g045030.2.1" "PHT84265.1" "ortho_9186"
"9187" "OG0016788" "Solyc11g045020.1.1" "PHT68375.1" "ortho_9187"
"9188" "OG0016789" "Solyc11g045000.1.1" "PHT68374.1" "ortho_9188"
"9189" "OG0016790" "Solyc11g044960.3.1" "PHT68372.1" "ortho_9189"
"9190" "OG0016791" "Solyc11g044940.1.1" "PHT68361.1" "ortho_9190"
"9191" "OG0016792" "Solyc11g044870.2.1" "PHT68560.1" "ortho_9191"
"9192" "OG0016793" "Solyc11g044840.2.1" "PHT68557.1" "ortho_9192"
"9193" "OG0016794" "Solyc11g044820.1.1" "PHT86373.1" "ortho_9193"
"9194" "OG0016795" "Solyc11g044750.3.1" "PHT70379.1" "ortho_9194"
"9195" "OG0016796" "Solyc11g044660.1.1" "PHT73147.1" "ortho_9195"
"9196" "OG0016797" "Solyc11g044560.3.1" "PHT68435.1" "ortho_9196"
"9197" "OG0016798" "Solyc11g044540.2.1" "PHT68506.1" "ortho_9197"
"9198" "OG0016799" "Solyc11g044510.3.1" "PHT68429.1" "ortho_9198"
"9199" "OG0016800" "Solyc11g044430.1.1" "PHT83213.1" "ortho_9199"
"9200" "OG0016801" "Solyc11g044360.3.1" "PHT68552.1" "ortho_9200"
"9201" "OG0016802" "Solyc11g044330.3.1" "PHT68464.1" "ortho_9201"
"9202" "OG0016803" "Solyc11g044310.2.1" "PHT84360.1" "ortho_9202"
"9203" "OG0016804" "Solyc11g044250.3.1" "PHT68368.1" "ortho_9203"
"9204" "OG0016805" "Solyc11g044230.3.1" "PHT68401.1" "ortho_9204"
"9205" "OG0016806" "Solyc11g043190.1.1" "PHT65506.1" "ortho_9205"
"9206" "OG0016807" "Solyc11g043160.2.1" "PHT79350.1" "ortho_9206"
"9207" "OG0016808" "Solyc11g043110.3.1" "PHT88183.1" "ortho_9207"
"9208" "OG0016810" "Solyc11g042950.1.1" "PHT65627.1" "ortho_9208"
"9209" "OG0016811" "Solyc11g042810.2.1" "PHT68508.1" "ortho_9209"
"9210" "OG0016812" "Solyc11g042800.2.1" "PHT93826.1" "ortho_9210"
"9211" "OG0016814" "Solyc11g042640.2.1" "PHT83623.1" "ortho_9211"
"9212" "OG0016815" "Solyc11g042620.3.1" "PHT71073.1" "ortho_9212"
"9213" "OG0016816" "Solyc11g042580.1.1" "PHT83482.1" "ortho_9213"
"9214" "OG0016817" "Solyc11g042470.1.1" "PHT74652.1" "ortho_9214"
"9215" "OG0016818" "Solyc11g042430.2.1" "PHT68498.1" "ortho_9215"
"9216" "OG0016819" "Solyc11g040370.2.1" "PHT68267.1" "ortho_9216"
"9217" "OG0016820" "Solyc11g040340.3.1" "PHT68446.1" "ortho_9217"
"9218" "OG0016821" "Solyc11g040260.2.1" "PHT67592.1" "ortho_9218"
"9219" "OG0016822" "Solyc11g040130.2.1" "PHT81056.1" "ortho_9219"
"9220" "OG0016823" "Solyc11g040040.2.1" "PHT81049.1" "ortho_9220"
"9221" "OG0016824" "Solyc11g039880.2.1" "PHT68350.1" "ortho_9221"
"9222" "OG0016825" "Solyc11g039840.2.1" "PHT81018.1" "ortho_9222"
"9223" "OG0016826" "Solyc11g039740.3.1" "PHT83735.1" "ortho_9223"
"9224" "OG0016828" "Solyc11g056620.3.1" "PHT68347.1" "ortho_9224"
"9225" "OG0016829" "Solyc11g056650.2.1" "PHT68380.1" "ortho_9225"
"9226" "OG0016830" "Solyc11g056670.2.1" "PHT69711.1" "ortho_9226"
"9227" "OG0016831" "Solyc11g056680.1.1" "PHT68477.1" "ortho_9227"
"9228" "OG0016832" "Solyc11g061720.1.1" "PHT68391.1" "ortho_9228"
"9229" "OG0016834" "Solyc11g056290.3.1" "PHT61635.1" "ortho_9229"
"9230" "OG0016835" "Solyc11g062010.3.1" "PHT68617.1" "ortho_9230"
"9231" "OG0016836" "Solyc11g062020.2.1" "PHT68616.1" "ortho_9231"
"9232" "OG0016837" "Solyc11g062100.1.1" "PHT68448.1" "ortho_9232"
"9233" "OG0016838" "Solyc11g150141.1.1" "PHT79026.1" "ortho_9233"
"9234" "OG0016839" "Solyc11g062220.2.1" "PHT68450.1" "ortho_9234"
"9235" "OG0016840" "Solyc11g062250.2.1" "PHT68385.1" "ortho_9235"
"9236" "OG0016841" "Solyc11g062280.2.1" "PHT76970.1" "ortho_9236"
"9237" "OG0016842" "Solyc11g062310.2.1" "PHT70116.1" "ortho_9237"
"9238" "OG0016843" "Solyc11g062350.2.1" "PHT68378.1" "ortho_9238"
"9239" "OG0016844" "Solyc11g062400.2.1" "PHT68484.1" "ortho_9239"
"9240" "OG0016845" "Solyc11g064800.3.1" "PHT68492.1" "ortho_9240"
"9241" "OG0016846" "Solyc11g064840.1.1" "PHT68493.1" "ortho_9241"
"9242" "OG0016847" "Solyc11g064920.2.1" "PHT68543.1" "ortho_9242"
"9243" "OG0016848" "Solyc11g064930.3.1" "PHT68542.1" "ortho_9243"
"9244" "OG0016849" "Solyc11g065000.2.1" "PHT68544.1" "ortho_9244"
"9245" "OG0016850" "Solyc11g065010.1.1" "PHT68545.1" "ortho_9245"
"9246" "OG0016851" "Solyc11g065040.2.1" "PHT72965.1" "ortho_9246"
"9247" "OG0016852" "Solyc11g065090.2.1" "PHT68631.1" "ortho_9247"
"9248" "OG0016853" "Solyc11g065180.2.1" "PHT68502.1" "ortho_9248"
"9249" "OG0016854" "Solyc11g065190.3.1" "PHT68503.1" "ortho_9249"
"9250" "OG0016855" "Solyc11g065220.2.1" "PHT68547.1" "ortho_9250"
"9251" "OG0016856" "Solyc11g065240.2.1" "PHT68586.1" "ortho_9251"
"9252" "OG0016857" "Solyc11g065250.1.1" "PHT68588.1" "ortho_9252"
"9253" "OG0016858" "Solyc11g065260.3.1" "PHT68612.1" "ortho_9253"
"9254" "OG0016859" "Solyc11g065270.2.1" "PHT67650.1" "ortho_9254"
"9255" "OG0016860" "Solyc11g065340.2.1" "PHT68676.1" "ortho_9255"
"9256" "OG0016861" "Solyc11g065350.2.1" "PHT68598.1" "ortho_9256"
"9257" "OG0016862" "Solyc11g065360.2.1" "PHT68597.1" "ortho_9257"
"9258" "OG0016863" "Solyc11g065370.3.1" "PHT68596.1" "ortho_9258"
"9259" "OG0016864" "Solyc11g065380.2.1" "PHT68595.1" "ortho_9259"
"9260" "OG0016865" "Solyc11g065390.3.1" "PHT68601.1" "ortho_9260"
"9261" "OG0016866" "Solyc11g065610.1.1" "PHT72023.1" "ortho_9261"
"9262" "OG0016867" "Solyc11g065620.2.1" "PHT68664.1" "ortho_9262"
"9263" "OG0016868" "Solyc11g065630.3.1" "PHT68608.1" "ortho_9263"
"9264" "OG0016869" "Solyc11g065700.2.1" "PHT68674.1" "ortho_9264"
"9265" "OG0016870" "Solyc11g065740.2.1" "PHT68691.1" "ortho_9265"
"9266" "OG0016871" "Solyc11g065750.2.1" "PHT68690.1" "ortho_9266"
"9267" "OG0016872" "Solyc11g065840.3.1" "PHT68695.1" "ortho_9267"
"9268" "OG0016873" "Solyc11g065870.3.1" "PHT68685.1" "ortho_9268"
"9269" "OG0016874" "Solyc11g065940.2.1" "PHT68715.1" "ortho_9269"
"9270" "OG0016875" "Solyc11g065950.3.1" "PHT68714.1" "ortho_9270"
"9271" "OG0016876" "Solyc11g066010.2.1" "PHT68718.1" "ortho_9271"
"9272" "OG0016877" "Solyc11g066070.2.1" "PHT68771.1" "ortho_9272"
"9273" "OG0016878" "Solyc11g066080.2.1" "PHT68773.1" "ortho_9273"
"9274" "OG0016879" "Solyc11g066090.1.1" "PHT68679.1" "ortho_9274"
"9275" "OG0016880" "Solyc11g066110.2.1" "PHT68681.1" "ortho_9275"
"9276" "OG0016881" "Solyc11g066130.1.1" "PHT68684.1" "ortho_9276"
"9277" "OG0016882" "Solyc11g066260.2.1" "PHT69199.1" "ortho_9277"
"9278" "OG0016883" "Solyc11g066280.3.1" "PHT69201.1" "ortho_9278"
"9279" "OG0016884" "Solyc11g066290.2.1" "PHT69202.1" "ortho_9279"
"9280" "OG0016885" "Solyc11g066300.3.1" "PHT69203.1" "ortho_9280"
"9281" "OG0016886" "Solyc11g066310.2.1" "PHT69204.1" "ortho_9281"
"9282" "OG0016887" "Solyc11g066320.2.1" "PHT69207.1" "ortho_9282"
"9283" "OG0016888" "Solyc11g066340.2.1" "PHT69209.1" "ortho_9283"
"9284" "OG0016889" "Solyc11g066350.2.1" "PHT69215.1" "ortho_9284"
"9285" "OG0016890" "Solyc11g066360.2.1" "PHT69217.1" "ortho_9285"
"9286" "OG0016891" "Solyc11g066370.2.1" "PHT69218.1" "ortho_9286"
"9287" "OG0016892" "Solyc11g066390.2.1" "PHT69224.1" "ortho_9287"
"9288" "OG0016893" "Solyc11g066400.1.1" "PHT69226.1" "ortho_9288"
"9289" "OG0016894" "Solyc11g066420.1.1" "PHT69227.1" "ortho_9289"
"9290" "OG0016895" "Solyc11g066440.2.1" "PHT69228.1" "ortho_9290"
"9291" "OG0016896" "Solyc11g066450.2.1" "PHT69229.1" "ortho_9291"
"9292" "OG0016897" "Solyc11g066480.2.1" "PHT69232.1" "ortho_9292"
"9293" "OG0016898" "Solyc11g066520.3.1" "PHT69128.1" "ortho_9293"
"9294" "OG0016899" "Solyc11g066610.2.1" "PHT69239.1" "ortho_9294"
"9295" "OG0016900" "Solyc11g066660.3.1" "PHT69129.1" "ortho_9295"
"9296" "OG0016901" "Solyc11g066690.2.1" "PHT69130.1" "ortho_9296"
"9297" "OG0016902" "Solyc11g066700.2.1" "PHT69131.1" "ortho_9297"
"9298" "OG0016903" "Solyc11g066730.2.1" "PHT69133.1" "ortho_9298"
"9299" "OG0016904" "Solyc11g066740.2.1" "PHT69134.1" "ortho_9299"
"9300" "OG0016905" "Solyc11g066780.3.1" "PHT69136.1" "ortho_9300"
"9301" "OG0016906" "Solyc11g066790.2.1" "PHT69137.1" "ortho_9301"
"9302" "OG0016907" "Solyc11g066850.3.1" "PHT69142.1" "ortho_9302"
"9303" "OG0016908" "Solyc11g066860.2.1" "PHT69143.1" "ortho_9303"
"9304" "OG0016909" "Solyc11g066870.3.1" "PHT69144.1" "ortho_9304"
"9305" "OG0016910" "Solyc11g066880.2.1" "PHT69145.1" "ortho_9305"
"9306" "OG0016911" "Solyc11g066900.2.1" "PHT69148.1" "ortho_9306"
"9307" "OG0016912" "Solyc11g066920.1.1" "PHT69149.1" "ortho_9307"
"9308" "OG0016913" "Solyc11g066930.1.1" "PHT69151.1" "ortho_9308"
"9309" "OG0016914" "Solyc11g066970.3.1" "PHT69156.1" "ortho_9309"
"9310" "OG0016915" "Solyc11g066990.2.1" "PHT69157.1" "ortho_9310"
"9311" "OG0016916" "Solyc11g067000.3.1" "PHT69158.1" "ortho_9311"
"9312" "OG0016917" "Solyc11g067020.3.1" "PHT69161.1" "ortho_9312"
"9313" "OG0016918" "Solyc11g067040.2.1" "PHT69162.1" "ortho_9313"
"9314" "OG0016919" "Solyc11g067050.4.1" "PHT69164.1" "ortho_9314"
"9315" "OG0016920" "Solyc11g067060.3.1" "PHT69165.1" "ortho_9315"
"9316" "OG0016921" "Solyc11g067070.1.1" "PHT69166.1" "ortho_9316"
"9317" "OG0016922" "Solyc11g067080.3.1" "PHT69167.1" "ortho_9317"
"9318" "OG0016923" "Solyc11g067090.2.1" "PHT69168.1" "ortho_9318"
"9319" "OG0016924" "Solyc11g067110.2.1" "PHT64974.1" "ortho_9319"
"9320" "OG0016925" "Solyc11g067160.2.1" "PHT69171.1" "ortho_9320"
"9321" "OG0016926" "Solyc11g067190.3.1" "PHT62807.1" "ortho_9321"
"9322" "OG0016927" "Solyc11g067210.1.1" "PHT63499.1" "ortho_9322"
"9323" "OG0016928" "Solyc11g068370.3.1" "PHT69122.1" "ortho_9323"
"9324" "OG0016929" "Solyc11g068440.2.1" "PHT69117.1" "ortho_9324"
"9325" "OG0016930" "Solyc11g068450.2.1" "PHT69116.1" "ortho_9325"
"9326" "OG0016931" "Solyc11g068460.2.1" "PHT69115.1" "ortho_9326"
"9327" "OG0016932" "Solyc11g068470.3.1" "PHT69107.1" "ortho_9327"
"9328" "OG0016933" "Solyc11g068480.2.1" "PHT69106.1" "ortho_9328"
"9329" "OG0016934" "Solyc11g068500.2.1" "PHT69105.1" "ortho_9329"
"9330" "OG0016935" "Solyc11g068510.2.1" "PHT69104.1" "ortho_9330"
"9331" "OG0016936" "Solyc11g068530.1.1" "PHT69102.1" "ortho_9331"
"9332" "OG0016937" "Solyc11g068540.2.1" "PHT69101.1" "ortho_9332"
"9333" "OG0016938" "Solyc11g068550.1.1" "PHT69091.1" "ortho_9333"
"9334" "OG0016939" "Solyc11g068560.2.1" "PHT57623.1" "ortho_9334"
"9335" "OG0016940" "Solyc11g068590.1.1" "PHT69047.1" "ortho_9335"
"9336" "OG0016941" "Solyc11g068620.2.1" "PHT69051.1" "ortho_9336"
"9337" "OG0016942" "Solyc11g068640.2.1" "PHT69053.1" "ortho_9337"
"9338" "OG0016943" "Solyc11g068650.2.1" "PHT69054.1" "ortho_9338"
"9339" "OG0016944" "Solyc11g068660.2.1" "PHT69055.1" "ortho_9339"
"9340" "OG0016945" "Solyc11g068690.2.1" "PHT69063.1" "ortho_9340"
"9341" "OG0016946" "Solyc11g068710.3.1" "PHT69066.1" "ortho_9341"
"9342" "OG0016947" "Solyc11g068720.2.1" "PHT69067.1" "ortho_9342"
"9343" "OG0016948" "Solyc11g068750.2.1" "PHT69075.1" "ortho_9343"
"9344" "OG0016949" "Solyc11g068780.1.1" "PHT69076.1" "ortho_9344"
"9345" "OG0016950" "Solyc11g068790.2.1" "PHT69077.1" "ortho_9345"
"9346" "OG0016951" "Solyc11g068820.3.1" "PHT96086.1" "ortho_9346"
"9347" "OG0016952" "Solyc11g068870.2.1" "PHT69087.1" "ortho_9347"
"9348" "OG0016953" "Solyc11g068890.2.1" "PHT69089.1" "ortho_9348"
"9349" "OG0016954" "Solyc11g068910.3.1" "PHT69043.1" "ortho_9349"
"9350" "OG0016955" "Solyc11g068920.1.1" "PHT69042.1" "ortho_9350"
"9351" "OG0016956" "Solyc11g068930.3.1" "PHT69041.1" "ortho_9351"
"9352" "OG0016957" "Solyc11g068940.1.1" "PHT69040.1" "ortho_9352"
"9353" "OG0016958" "Solyc11g068950.3.1" "PHT69034.1" "ortho_9353"
"9354" "OG0016959" "Solyc11g068960.2.1" "PHT69033.1" "ortho_9354"
"9355" "OG0016960" "Solyc11g068970.2.1" "PHT69032.1" "ortho_9355"
"9356" "OG0016961" "Solyc11g068990.3.1" "PHT69195.1" "ortho_9356"
"9357" "OG0016962" "Solyc11g069010.2.1" "PHT69193.1" "ortho_9357"
"9358" "OG0016963" "Solyc11g069020.3.1" "PHT69192.1" "ortho_9358"
"9359" "OG0016964" "Solyc11g069030.3.1" "PHT69190.1" "ortho_9359"
"9360" "OG0016965" "Solyc11g069040.3.1" "PHT69189.1" "ortho_9360"
"9361" "OG0016966" "Solyc11g069050.2.1" "PHT69188.1" "ortho_9361"
"9362" "OG0016967" "Solyc11g069080.3.1" "PHT69185.1" "ortho_9362"
"9363" "OG0016968" "Solyc11g069093.1.1" "PHT69183.1" "ortho_9363"
"9364" "OG0016970" "Solyc11g069150.3.1" "PHT69177.1" "ortho_9364"
"9365" "OG0016971" "Solyc11g069170.2.1" "PHT69310.1" "ortho_9365"
"9366" "OG0016972" "Solyc11g069190.2.1" "PHT69308.1" "ortho_9366"
"9367" "OG0016973" "Solyc11g069210.2.1" "PHT69307.1" "ortho_9367"
"9368" "OG0016974" "Solyc11g069240.2.1" "PHT69304.1" "ortho_9368"
"9369" "OG0016975" "Solyc11g069260.2.1" "PHT69302.1" "ortho_9369"
"9370" "OG0016976" "Solyc11g069300.2.1" "PHT69298.1" "ortho_9370"
"9371" "OG0016977" "Solyc11g069320.1.1" "PHT69297.1" "ortho_9371"
"9372" "OG0016978" "Solyc11g069330.1.1" "PHT69296.1" "ortho_9372"
"9373" "OG0016979" "Solyc11g069340.2.1" "PHT69295.1" "ortho_9373"
"9374" "OG0016980" "Solyc11g069350.2.1" "PHT69294.1" "ortho_9374"
"9375" "OG0016981" "Solyc11g069390.1.1" "PHT69290.1" "ortho_9375"
"9376" "OG0016982" "Solyc11g069460.2.1" "PHT69285.1" "ortho_9376"
"9377" "OG0016983" "Solyc11g069510.3.1" "PHT69280.1" "ortho_9377"
"9378" "OG0016984" "Solyc11g069590.2.1" "PHT69272.1" "ortho_9378"
"9379" "OG0016985" "Solyc11g069600.2.1" "PHT69271.1" "ortho_9379"
"9380" "OG0016986" "Solyc11g069610.3.1" "PHT69270.1" "ortho_9380"
"9381" "OG0016988" "Solyc11g069690.3.1" "PHT69455.1" "ortho_9381"
"9382" "OG0016989" "Solyc11g069710.2.1" "PHT69453.1" "ortho_9382"
"9383" "OG0016990" "Solyc11g069765.1.1" "PHT69448.1" "ortho_9383"
"9384" "OG0016991" "Solyc11g069780.3.1" "PHT69447.1" "ortho_9384"
"9385" "OG0016992" "Solyc11g069810.3.1" "PHT69444.1" "ortho_9385"
"9386" "OG0016993" "Solyc11g069840.3.1" "PHT69261.1" "ortho_9386"
"9387" "OG0016994" "Solyc11g069860.3.1" "PHT69263.1" "ortho_9387"
"9388" "OG0016995" "Solyc11g069870.1.1" "PHT69264.1" "ortho_9388"
"9389" "OG0016996" "Solyc11g069890.3.1" "PHT69268.1" "ortho_9389"
"9390" "OG0016997" "Solyc11g069910.2.1" "PHT69269.1" "ortho_9390"
"9391" "OG0016998" "Solyc11g069940.1.1" "PHT69419.1" "ortho_9391"
"9392" "OG0016999" "Solyc11g069960.2.1" "PHT69417.1" "ortho_9392"
"9393" "OG0017000" "Solyc11g070010.3.1" "PHT69412.1" "ortho_9393"
"9394" "OG0017001" "Solyc11g070040.3.1" "PHT69410.1" "ortho_9394"
"9395" "OG0017002" "Solyc11g070070.3.1" "PHT69408.1" "ortho_9395"
"9396" "OG0017003" "Solyc11g070110.3.1" "PHT69406.1" "ortho_9396"
"9397" "OG0017004" "Solyc11g070160.2.1" "PHT69401.1" "ortho_9397"
"9398" "OG0017005" "Solyc11g071220.2.1" "PHT69390.1" "ortho_9398"
"9399" "OG0017006" "Solyc11g071223.1.1" "PHT96091.1" "ortho_9399"
"9400" "OG0017007" "Solyc11g071230.2.1" "PHT69378.1" "ortho_9400"
"9401" "OG0017008" "Solyc11g071250.3.1" "PHT69379.1" "ortho_9401"
"9402" "OG0017009" "Solyc11g071280.2.1" "PHT69382.1" "ortho_9402"
"9403" "OG0017010" "Solyc11g071290.2.1" "PHT69384.1" "ortho_9403"
"9404" "OG0017011" "Solyc11g071300.2.1" "PHT69385.1" "ortho_9404"
"9405" "OG0017012" "Solyc11g071330.3.1" "PHT69387.1" "ortho_9405"
"9406" "OG0017013" "Solyc11g071340.3.1" "PHT69388.1" "ortho_9406"
"9407" "OG0017014" "Solyc11g071350.1.1" "PHT69030.1" "ortho_9407"
"9408" "OG0017015" "Solyc11g071490.2.1" "PHT93959.1" "ortho_9408"
"9409" "OG0017016" "Solyc11g071510.3.1" "PHT93964.1" "ortho_9409"
"9410" "OG0017017" "Solyc11g071520.2.1" "PHT68964.1" "ortho_9410"
"9411" "OG0017018" "Solyc11g071570.3.1" "PHT68948.1" "ortho_9411"
"9412" "OG0017019" "Solyc11g071630.1.1" "PHT68937.1" "ortho_9412"
"9413" "OG0017020" "Solyc11g071660.1.1" "PHT68934.1" "ortho_9413"
"9414" "OG0017021" "Solyc11g071670.2.1" "PHT68932.1" "ortho_9414"
"9415" "OG0017022" "Solyc11g071680.2.1" "PHT68931.1" "ortho_9415"
"9416" "OG0017023" "Solyc11g071710.2.1" "PHT68973.1" "ortho_9416"
"9417" "OG0017024" "Solyc11g071730.3.1" "PHT68978.1" "ortho_9417"
"9418" "OG0017025" "Solyc11g071770.1.1" "PHT68995.1" "ortho_9418"
"9419" "OG0017026" "Solyc11g071820.3.1" "PHT68998.1" "ortho_9419"
