Orthogroup	lycopersicum	pepper
OG0023564	Solyc12g032940.1.1	
OG0023565	Solyc12g032970.1.1	
OG0023566	Solyc12g032990.2.1	
OG0023567	Solyc12g035180.1.1	
OG0023568	Solyc12g035194.1.1	
OG0023569	Solyc12g035220.1.1	
OG0023570	Solyc12g035260.1.1	
OG0023571	Solyc12g035270.2.1	
OG0023572	Solyc12g035440.3.1	
OG0023573	Solyc12g035450.2.1	
OG0023574	Solyc12g035460.3.1	
OG0023575	Solyc12g035490.1.1	
OG0023576	Solyc12g035510.1.1	
OG0023577	Solyc12g035600.2.1	
OG0023578	Solyc12g035610.1.1	
OG0023579	Solyc12g035620.2.1	
OG0023580	Solyc12g035740.1.1	
OG0023581	Solyc12g035815.1.1	
OG0023582	Solyc12g035860.1.1	
OG0023583	Solyc12g035890.3.1	
OG0023584	Solyc12g035895.1.1	
OG0023585	Solyc12g035940.1.1	
OG0023586	Solyc12g036030.1.1	
OG0023587	Solyc12g036080.1.1	
OG0023588	Solyc12g036160.3.1	
OG0023589	Solyc12g036230.3.1	
OG0023590	Solyc12g036267.1.1	
OG0023591	Solyc12g036287.1.1	
OG0023592	Solyc12g036310.1.1	
OG0023593	Solyc12g036340.1.1	
OG0023594	Solyc12g036350.1.1	
OG0023595	Solyc12g036380.1.1	
OG0023596	Solyc12g036445.1.1	
OG0023597	Solyc12g036450.3.1	
OG0023598	Solyc12g036470.2.1	
OG0023599	Solyc12g036483.1.1	
OG0023600	Solyc12g036487.1.1	
OG0023601	Solyc12g036590.1.1	
OG0023602	Solyc12g036740.1.1	
OG0023603	Solyc12g036800.1.1	
OG0023604	Solyc12g036820.2.1	
OG0023605	Solyc12g036825.1.1	
OG0023606	Solyc12g036850.2.1	
OG0023607	Solyc12g036910.3.1	
OG0023608	Solyc12g036920.1.1	
OG0023609	Solyc12g036930.1.1	
OG0023610	Solyc12g037960.1.1	
OG0023611	Solyc12g038090.1.1	
OG0023612	Solyc12g038190.1.1	
OG0023613	Solyc12g038250.3.1	
OG0023614	Solyc12g038343.1.1	
OG0023615	Solyc12g038347.1.1	
OG0023616	Solyc12g038360.1.1	
OG0023617	Solyc12g038390.1.1	
OG0023618	Solyc12g038420.2.1	
OG0023619	Solyc12g038425.1.1	
OG0023620	Solyc12g038453.1.1	
OG0023621	Solyc12g038457.1.1	
OG0023622	Solyc12g038520.3.1	
OG0023623	Solyc12g038550.1.1	
OG0023624	Solyc12g038553.1.1	
OG0023625	Solyc12g038557.1.1	
OG0023626	Solyc12g038590.2.1	
OG0023627	Solyc12g038600.2.1	
OG0023628	Solyc12g038640.1.1	
OG0023629	Solyc12g038650.1.1	
OG0023630	Solyc12g038660.1.1	
OG0023631	Solyc12g038680.1.1	
OG0023632	Solyc12g038710.1.1	
OG0023633	Solyc12g038840.2.1	
OG0023634	Solyc12g038870.3.1	
OG0023635	Solyc12g038910.1.1	
OG0023636	Solyc12g038960.1.1	
OG0023637	Solyc12g039030.1.1	
OG0023638	Solyc12g039120.2.1	
OG0023639	Solyc12g039130.1.1	
OG0023640	Solyc12g039170.1.1	
OG0023641	Solyc12g039185.1.1	
OG0023642	Solyc12g040370.1.1	
OG0023643	Solyc12g040400.1.1	
OG0023644	Solyc12g040470.2.1	
OG0023645	Solyc12g040490.1.1	
OG0023646	Solyc12g040530.1.1	
OG0023647	Solyc12g040535.1.1	
OG0023648	Solyc12g040620.1.1	
OG0023649	Solyc12g040690.1.1	
OG0023650	Solyc12g040750.1.1	
OG0023651	Solyc12g041880.2.1	
OG0023652	Solyc12g042000.3.1	
OG0023653	Solyc12g042090.1.1	
OG0023654	Solyc12g042123.1.1	
OG0023655	Solyc12g042127.1.1	
OG0023656	Solyc12g042230.3.1	
OG0023657	Solyc12g042250.3.1	
OG0023658	Solyc12g042260.3.1	
OG0023659	Solyc12g042340.2.1	
OG0023660	Solyc12g042395.1.1	
OG0023661	Solyc12g042500.2.1	
OG0023662	Solyc12g042505.1.1	
OG0023663	Solyc12g042530.2.1	
OG0023664	Solyc12g042545.1.1	
OG0023665	Solyc12g042550.2.1	
OG0023666	Solyc12g042650.2.1	
OG0023667	Solyc12g042695.1.1	
OG0023668	Solyc12g042705.1.1	
OG0023669	Solyc12g042720.3.1	
OG0023670	Solyc12g042730.1.1	
OG0023671	Solyc12g042840.2.1	
OG0023672	Solyc12g042880.3.1	
OG0023673	Solyc12g042965.2.1	
OG0023674	Solyc12g042963.1.1	
OG0023675	Solyc12g043030.3.1	
OG0023676	Solyc12g043040.1.1	
OG0023677	Solyc12g043060.1.1	
OG0023678	Solyc12g043095.1.1	
OG0023679	Solyc12g043170.1.1	
OG0023680	Solyc12g044240.3.1	
OG0023681	Solyc12g044280.2.1	
OG0023682	Solyc12g044360.2.1	
OG0023683	Solyc12g044430.1.1	
OG0023684	Solyc12g044540.3.1	
OG0023685	Solyc12g044570.1.1	
OG0023686	Solyc12g044585.1.1	
OG0023687	Solyc12g044590.1.1	
OG0023688	Solyc12g044620.2.1	
OG0023689	Solyc12g044680.1.1	
OG0023690	Solyc12g044720.2.1	
OG0023691	Solyc12g044730.2.1	
OG0023692	Solyc12g044770.1.1	
OG0023693	Solyc12g044810.3.1	
OG0023694	Solyc12g044830.1.1	
OG0023695	Solyc12g044850.2.1	
OG0023696	Solyc12g044910.2.1	
OG0023697	Solyc12g049060.1.1	
OG0023698	Solyc12g049080.3.1	
OG0023699	Solyc12g049110.1.1	
OG0023700	Solyc12g049130.1.1	
OG0023701	Solyc12g049190.3.1	
OG0023702	Solyc12g049200.1.1	
OG0023703	Solyc12g049220.3.1	
OG0023704	Solyc12g049250.2.1	
OG0023705	Solyc12g049320.3.1	
OG0023706	Solyc12g049350.2.1	
OG0023707	Solyc12g049370.2.1	
OG0023708	Solyc12g049470.3.1	
OG0023709	Solyc12g049530.2.1	
OG0023710	Solyc12g049540.3.1	
OG0023711	Solyc12g049610.1.1	
OG0023712	Solyc12g049618.1.1	
OG0023713	Solyc12g049660.1.1	
OG0023714	Solyc12g049670.2.1	
OG0023715	Solyc12g055687.1.1	
OG0023716	Solyc12g055880.3.1	
OG0023717	Solyc12g055900.1.1	
OG0023718	Solyc12g056025.1.1	
OG0023719	Solyc12g056040.1.1	
OG0023720	Solyc12g056100.3.1	
OG0023721	Solyc12g056115.1.1	
OG0023722	Solyc12g056123.1.1	
OG0023723	Solyc12g056127.1.1	
OG0023724	Solyc12g056130.2.1	
OG0023725	Solyc12g056140.2.1	
OG0023726	Solyc12g056170.2.1	
OG0023727	Solyc12g056270.2.1	
OG0023728	Solyc12g056280.3.1	
OG0023729	Solyc12g056290.2.1	
OG0023730	Solyc12g056310.2.1	
OG0023731	Solyc12g056320.1.1	
OG0023732	Solyc12g056330.1.1	
OG0023733	Solyc12g056345.1.1	
OG0023734	Solyc12g056470.2.1	
OG0023735	Solyc12g056480.2.1	
OG0023736	Solyc12g056540.1.1	
OG0023737	Solyc12g056585.1.1	
OG0023738	Solyc12g056590.2.1	
OG0023739	Solyc12g056670.1.1	
OG0023740	Solyc12g056676.1.1	
OG0023741	Solyc12g056865.1.1	
OG0023742	Solyc12g056880.2.1	
OG0023743	Solyc12g056900.2.1	
OG0023744	Solyc12g056950.2.1	
OG0023745	Solyc12g056970.1.1	
OG0023746	Solyc12g056990.1.1	
OG0023747	Solyc12g056993.1.1	
OG0023748	Solyc12g056995.2.1	
OG0023749	Solyc12g057120.3.1	
OG0023750	Solyc12g087850.3.1	
OG0023751	Solyc12g087895.1.1	
OG0023752	Solyc12g087960.2.1	
OG0023753	Solyc12g088005.1.1	
OG0023754	Solyc12g088120.1.1	
OG0023755	Solyc12g088140.2.1	
OG0023756	Solyc12g088195.1.1	
OG0023757	Solyc12g088380.1.1	
OG0023758	Solyc12g088390.1.1	
OG0023759	Solyc12g088400.1.1	
OG0023760	Solyc12g088490.1.1	
OG0023761	Solyc12g088680.2.1	
OG0023762	Solyc12g088770.1.1	
OG0023763	Solyc12g088870.1.1	
OG0023764	Solyc12g088960.2.1	
OG0023765	Solyc12g089030.2.1	
OG0023766	Solyc12g089080.3.1	
OG0023767	Solyc12g089100.2.1	
OG0023768	Solyc12g089110.1.1	
OG0023769	Solyc12g089145.1.1	
OG0023770	Solyc12g089205.1.1	
OG0023771	Solyc12g089290.3.1	
OG0023772	Solyc12g094435.1.1	
OG0023773	Solyc12g095920.2.1	
OG0023774	Solyc12g095950.1.1	
OG0023775	Solyc12g096040.3.1	
OG0023776	Solyc12g096105.1.1	
OG0023777	Solyc12g096130.2.1	
OG0023778	Solyc12g096145.1.1	
OG0023779	Solyc12g096195.1.1	
OG0023780	Solyc12g096200.2.1	
OG0023781	Solyc12g096210.2.1	
OG0023782	Solyc12g096220.2.1	
OG0023783	Solyc12g096260.2.1	
OG0023784	Solyc12g096295.1.1	
OG0023785	Solyc12g096440.1.1	
OG0023786	Solyc12g096600.2.1	
OG0023787	Solyc12g096630.2.1	
OG0023788	Solyc12g097050.2.1	
OG0023789	Solyc12g098095.1.1	
OG0023790	Solyc12g098140.2.1	
OG0023791	Solyc12g098220.2.1	
OG0023792	Solyc12g098250.1.1	
OG0023793	Solyc12g098270.1.1	
OG0023794	Solyc12g098480.1.1	
OG0023795	Solyc12g098680.3.1	
OG0023796	Solyc12g098720.3.1	
OG0023797	Solyc12g098750.1.1	
OG0023798	Solyc12g098770.2.1	
OG0023799	Solyc12g098900.2.1	
OG0023800	Solyc12g098945.1.1	
OG0023801	Solyc12g099020.2.1	
OG0023802	Solyc12g099050.1.1	
OG0023803	Solyc12g099060.1.1	
OG0023804	Solyc12g099330.2.1	
OG0023805	Solyc12g099395.1.1	
OG0023806	Solyc12g099460.1.1	
OG0023807	Solyc12g099570.3.1	
OG0023808	Solyc12g099590.1.1	
OG0023809	Solyc12g099610.1.1	
OG0023810	Solyc12g099630.2.1	
OG0023811	Solyc12g099640.1.1	
OG0023812	Solyc12g099650.2.1	
OG0023813	Solyc12g099655.1.1	
OG0023814	Solyc12g099870.3.1	
OG0023815	Solyc12g099880.1.1	
OG0023816	Solyc12g099980.3.1	
OG0023817	Solyc12g100060.1.1	
OG0023818	Solyc12g100280.3.1	
OG0023819		PHT24626.1
OG0023820		PHT24759.1
OG0023821		PHT24809.1
OG0023822		PHT24811.1
OG0023823		PHT24923.1
OG0023824		PHT25014.1
OG0023825		PHT25142.1
OG0023826		PHT25317.1
OG0023827		PHT25420.1
OG0023828		PHT25623.1
OG0023829		PHT27050.1
OG0023830		PHT33257.1
OG0023831		PHT33270.1
OG0023832		PHT37384.1
OG0023833		PHT37390.1
OG0023834		PHT46994.1
OG0023835		PHT47012.1
OG0023836		PHT47022.1
OG0023837		PHT49331.1
OG0023838		PHT54620.1
OG0023839		PHT57488.1
OG0023840		PHT57501.1
OG0023841		PHT57502.1
OG0023842		PHT57516.1
OG0023843		PHT57518.1
OG0023844		PHT57530.1
OG0023845		PHT57575.1
OG0023846		PHT57587.1
OG0023847		PHT57620.1
OG0023848		PHT57636.1
OG0023849		PHT60817.1
OG0023850		PHT60824.1
OG0023851		PHT60834.1
OG0023852		PHT60842.1
OG0023853		PHT60844.1
OG0023854		PHT60991.1
OG0023855		PHT61009.1
OG0023856		PHT61020.1
OG0023857		PHT61116.1
OG0023858		PHT61121.1
OG0023859		PHT61122.1
OG0023860		PHT61202.1
OG0023861		PHT61233.1
OG0023862		PHT61249.1
OG0023863		PHT61289.1
OG0023864		PHT61342.1
OG0023865		PHT61395.1
OG0023866		PHT61416.1
OG0023867		PHT61458.1
OG0023868		PHT61509.1
OG0023869		PHT61511.1
OG0023870		PHT61525.1
OG0023871		PHT61533.1
OG0023872		PHT61604.1
OG0023873		PHT61634.1
OG0023874		PHT61778.1
OG0023875		PHT61791.1
OG0023876		PHT61809.1
OG0023877		PHT61820.1
OG0023878		PHT61831.1
OG0023879		PHT61900.1
OG0023880		PHT61927.1
OG0023881		PHT61937.1
OG0023882		PHT61955.1
OG0023883		PHT61972.1
OG0023884		PHT61973.1
OG0023885		PHT61981.1
OG0023886		PHT62029.1
OG0023887		PHT62056.1
OG0023888		PHT62097.1
OG0023889		PHT62115.1
OG0023890		PHT62128.1
OG0023891		PHT62171.1
OG0023892		PHT62210.1
OG0023893		PHT62221.1
OG0023894		PHT62270.1
OG0023895		PHT62284.1
OG0023896		PHT62303.1
OG0023897		PHT62315.1
OG0023898		PHT62364.1
OG0023899		PHT62382.1
OG0023900		PHT62383.1
OG0023901		PHT62385.1
OG0023902		PHT62386.1
OG0023903		PHT62392.1
OG0023904		PHT62397.1
OG0023905		PHT62400.1
OG0023906		PHT62416.1
OG0023907		PHT62418.1
OG0023908		PHT62422.1
OG0023909		PHT62426.1
OG0023910		PHT62474.1
OG0023911		PHT62478.1
OG0023912		PHT62487.1
OG0023913		PHT62488.1
OG0023914		PHT62496.1
OG0023915		PHT62513.1
OG0023916		PHT62519.1
OG0023917		PHT62520.1
OG0023918		PHT62522.1
OG0023919		PHT62533.1
OG0023920		PHT62544.1
OG0023921		PHT62545.1
OG0023922		PHT62560.1
OG0023923		PHT62567.1
OG0023924		PHT62599.1
OG0023925		PHT62619.1
OG0023926		PHT62673.1
OG0023927		PHT62711.1
OG0023928		PHT62732.1
OG0023929		PHT62744.1
OG0023930		PHT62784.1
OG0023931		PHT62878.1
OG0023932		PHT62881.1
OG0023933		PHT62903.1
OG0023934		PHT62922.1
OG0023935		PHT62959.1
OG0023936		PHT63019.1
OG0023937		PHT63045.1
OG0023938		PHT63071.1
OG0023939		PHT63152.1
OG0023940		PHT63165.1
OG0023941		PHT63192.1
OG0023942		PHT63221.1
OG0023943		PHT63227.1
OG0023944		PHT63257.1
OG0023945		PHT63418.1
OG0023946		PHT63437.1
OG0023947		PHT63485.1
OG0023948		PHT63493.1
OG0023949		PHT63494.1
OG0023950		PHT63549.1
OG0023951		PHT63628.1
OG0023952		PHT63640.1
OG0023953		PHT63681.1
OG0023954		PHT63689.1
OG0023955		PHT63694.1
OG0023956		PHT63697.1
OG0023957		PHT63713.1
OG0023958		PHT63719.1
OG0023959		PHT63724.1
OG0023960		PHT63745.1
OG0023961		PHT63890.1
OG0023962		PHT63892.1
OG0023963		PHT63895.1
OG0023964		PHT63896.1
OG0023965		PHT63898.1
OG0023966		PHT63900.1
OG0023967		PHT63939.1
OG0023968		PHT63977.1
OG0023969		PHT63981.1
OG0023970		PHT63998.1
OG0023971		PHT64005.1
OG0023972		PHT64026.1
OG0023973		PHT64029.1
OG0023974		PHT64063.1
OG0023975		PHT64074.1
OG0023976		PHT64104.1
OG0023977		PHT64105.1
OG0023978		PHT64106.1
OG0023979		PHT64107.1
OG0023980		PHT64108.1
OG0023981		PHT64110.1
OG0023982		PHT64113.1
OG0023983		PHT64149.1
OG0023984		PHT64153.1
OG0023985		PHT64169.1
OG0023986		PHT64206.1
OG0023987		PHT64288.1
OG0023988		PHT64356.1
OG0023989		PHT64363.1
OG0023990		PHT64404.1
OG0023991		PHT64408.1
OG0023992		PHT64504.1
OG0023993		PHT64509.1
OG0023994		PHT64537.1
OG0023995		PHT64590.1
OG0023996		PHT64593.1
OG0023997		PHT64595.1
OG0023998		PHT64603.1
OG0023999		PHT64619.1
OG0024000		PHT64649.1
OG0024001		PHT64654.1
OG0024002		PHT64711.1
OG0024003		PHT64741.1
OG0024004		PHT64745.1
OG0024005		PHT64820.1
OG0024006		PHT64865.1
OG0024007		PHT64866.1
OG0024008		PHT64897.1
OG0024009		PHT64899.1
OG0024010		PHT64910.1
OG0024011		PHT64951.1
OG0024012		PHT64957.1
OG0024013		PHT64971.1
OG0024014		PHT65004.1
OG0024015		PHT65009.1
OG0024016		PHT65016.1
OG0024017		PHT65055.1
OG0024018		PHT65057.1
OG0024019		PHT65058.1
OG0024020		PHT65060.1
OG0024021		PHT65104.1
OG0024022		PHT65111.1
OG0024023		PHT65126.1
OG0024024		PHT65145.1
OG0024025		PHT65171.1
OG0024026		PHT65195.1
OG0024027		PHT65216.1
OG0024028		PHT65280.1
OG0024029		PHT65308.1
OG0024030		PHT65340.1
OG0024031		PHT65365.1
OG0024032		PHT65372.1
OG0024033		PHT65380.1
OG0024034		PHT65426.1
OG0024035		PHT65487.1
OG0024036		PHT65505.1
OG0024037		PHT65514.1
OG0024038		PHT65523.1
OG0024039		PHT65524.1
OG0024040		PHT65532.1
OG0024041		PHT65559.1
OG0024042		PHT65565.1
OG0024043		PHT65566.1
OG0024044		PHT65569.1
OG0024045		PHT65576.1
OG0024046		PHT65587.1
OG0024047		PHT65632.1
OG0024048		PHT65637.1
OG0024049		PHT65655.1
OG0024050		PHT65658.1
OG0024051		PHT65704.1
OG0024052		PHT65705.1
OG0024053		PHT65733.1
OG0024054		PHT65745.1
OG0024055		PHT65747.1
OG0024056		PHT65749.1
OG0024057		PHT65752.1
OG0024058		PHT65767.1
OG0024059		PHT65779.1
OG0024060		PHT65796.1
OG0024061		PHT65839.1
OG0024062		PHT65843.1
OG0024063		PHT65844.1
OG0024064		PHT65873.1
OG0024065		PHT65876.1
OG0024066		PHT65928.1
OG0024067		PHT65942.1
OG0024068		PHT65980.1
OG0024069		PHT65984.1
OG0024070		PHT65992.1
OG0024071		PHT66000.1
OG0024072		PHT66008.1
OG0024073		PHT66010.1
OG0024074		PHT66057.1
OG0024075		PHT66061.1
OG0024076		PHT66070.1
OG0024077		PHT66072.1
OG0024078		PHT66086.1
OG0024079		PHT66095.1
OG0024080		PHT66098.1
OG0024081		PHT66099.1
OG0024082		PHT66102.1
OG0024083		PHT66118.1
OG0024084		PHT66127.1
OG0024085		PHT66129.1
OG0024086		PHT66155.1
OG0024087		PHT66156.1
OG0024088		PHT66158.1
OG0024089		PHT66168.1
OG0024090		PHT66176.1
OG0024091		PHT66179.1
OG0024092		PHT66198.1
OG0024093		PHT66213.1
OG0024094		PHT66225.1
OG0024095		PHT66248.1
OG0024096		PHT66260.1
OG0024097		PHT66296.1
OG0024098		PHT66368.1
OG0024099		PHT66396.1
OG0024100		PHT66409.1
OG0024101		PHT66427.1
OG0024102		PHT66435.1
OG0024103		PHT66436.1
OG0024104		PHT66443.1
OG0024105		PHT66476.1
OG0024106		PHT66499.1
OG0024107		PHT66504.1
OG0024108		PHT66505.1
OG0024109		PHT66562.1
OG0024110		PHT66580.1
OG0024111		PHT66584.1
OG0024112		PHT66607.1
OG0024113		PHT66658.1
OG0024114		PHT66663.1
OG0024115		PHT66681.1
OG0024116		PHT66698.1
OG0024117		PHT66726.1
OG0024118		PHT66792.1
OG0024119		PHT66814.1
OG0024120		PHT66817.1
OG0024121		PHT66825.1
OG0024122		PHT66944.1
OG0024123		PHT66961.1
OG0024124		PHT66980.1
OG0024125		PHT66999.1
OG0024126		PHT67024.1
OG0024127		PHT67027.1
OG0024128		PHT67029.1
OG0024129		PHT67039.1
OG0024130		PHT67095.1
OG0024131		PHT67098.1
OG0024132		PHT67186.1
OG0024133		PHT67333.1
OG0024134		PHT67340.1
OG0024135		PHT67396.1
OG0024136		PHT67415.1
OG0024137		PHT67451.1
OG0024138		PHT67556.1
OG0024139		PHT67573.1
OG0024140		PHT67585.1
OG0024141		PHT67586.1
OG0024142		PHT67608.1
OG0024143		PHT67613.1
OG0024144		PHT67654.1
OG0024145		PHT67658.1
OG0024146		PHT67673.1
OG0024147		PHT67677.1
OG0024148		PHT67697.1
OG0024149		PHT67733.1
OG0024150		PHT67740.1
OG0024151		PHT67768.1
OG0024152		PHT67769.1
OG0024153		PHT67792.1
OG0024154		PHT67796.1
OG0024155		PHT67798.1
OG0024156		PHT67804.1
OG0024157		PHT67829.1
OG0024158		PHT67873.1
OG0024159		PHT67877.1
OG0024160		PHT67886.1
OG0024161		PHT67896.1
OG0024162		PHT67901.1
OG0024163		PHT67907.1
OG0024164		PHT67933.1
OG0024165		PHT67943.1
OG0024166		PHT67956.1
OG0024167		PHT68017.1
OG0024168		PHT68020.1
OG0024169		PHT68031.1
OG0024170		PHT68051.1
OG0024171		PHT68058.1
OG0024172		PHT68064.1
OG0024173		PHT68086.1
OG0024174		PHT68106.1
OG0024175		PHT68113.1
OG0024176		PHT68123.1
OG0024177		PHT68133.1
OG0024178		PHT68135.1
OG0024179		PHT68192.1
OG0024180		PHT68193.1
OG0024181		PHT68202.1
OG0024182		PHT68218.1
OG0024183		PHT68237.1
OG0024184		PHT68275.1
OG0024185		PHT68291.1
OG0024186		PHT68300.1
OG0024187		PHT68334.1
OG0024188		PHT68349.1
OG0024189		PHT68373.1
OG0024190		PHT68395.1
OG0024191		PHT68407.1
OG0024192		PHT68438.1
OG0024193		PHT68471.1
OG0024194		PHT68488.1
OG0024195		PHT68489.1
OG0024196		PHT68513.1
OG0024197		PHT68514.1
OG0024198		PHT68522.1
OG0024199		PHT68526.1
OG0024200		PHT68537.1
OG0024201		PHT68539.1
OG0024202		PHT68579.1
OG0024203		PHT68591.1
OG0024204		PHT68618.1
OG0024205		PHT68620.1
OG0024206		PHT68649.1
OG0024207		PHT68663.1
OG0024208		PHT68686.1
OG0024209		PHT68697.1
OG0024210		PHT68740.1
OG0024211		PHT68755.1
OG0024212		PHT68808.1
OG0024213		PHT68864.1
OG0024214		PHT68900.1
OG0024215		PHT68912.1
OG0024216		PHT68929.1
OG0024217		PHT68933.1
OG0024218		PHT68942.1
OG0024219		PHT68963.1
OG0024220		PHT68977.1
OG0024221		PHT68985.1
OG0024222		PHT69029.1
OG0024223		PHT69108.1
OG0024224		PHT69113.1
OG0024225		PHT69127.1
OG0024226		PHT69172.1
OG0024227		PHT69175.1
OG0024228		PHT69245.1
OG0024229		PHT69286.1
OG0024230		PHT69311.1
OG0024231		PHT69394.1
OG0024232		PHT69456.1
OG0024233		PHT69460.1
OG0024234		PHT69465.1
OG0024235		PHT69519.1
OG0024236		PHT69562.1
OG0024237		PHT69568.1
OG0024238		PHT69609.1
OG0024239		PHT69617.1
OG0024240		PHT69622.1
OG0024241		PHT69644.1
OG0024242		PHT69650.1
OG0024243		PHT69747.1
OG0024244		PHT69764.1
OG0024245		PHT69771.1
OG0024246		PHT69799.1
OG0024247		PHT69839.1
OG0024248		PHT69854.1
OG0024249		PHT69884.1
OG0024250		PHT69903.1
OG0024251		PHT69912.1
OG0024252		PHT69928.1
OG0024253		PHT69941.1
OG0024254		PHT69956.1
OG0024255		PHT69987.1
OG0024256		PHT70002.1
OG0024257		PHT70008.1
OG0024258		PHT70009.1
OG0024259		PHT70018.1
OG0024260		PHT70022.1
OG0024261		PHT70035.1
OG0024262		PHT70050.1
OG0024263		PHT70056.1
OG0024264		PHT70075.1
OG0024265		PHT70089.1
OG0024266		PHT70112.1
OG0024267		PHT70128.1
OG0024268		PHT70132.1
OG0024269		PHT70134.1
OG0024270		PHT70139.1
OG0024271		PHT70168.1
OG0024272		PHT70171.1
OG0024273		PHT70187.1
OG0024274		PHT70207.1
OG0024275		PHT70208.1
OG0024276		PHT70213.1
OG0024277		PHT70242.1
OG0024278		PHT70250.1
OG0024279		PHT70270.1
OG0024280		PHT70272.1
OG0024281		PHT70287.1
OG0024282		PHT70308.1
OG0024283		PHT70392.1
OG0024284		PHT70418.1
OG0024285		PHT70430.1
OG0024286		PHT70439.1
OG0024287		PHT70449.1
OG0024288		PHT70455.1
OG0024289		PHT70458.1
OG0024290		PHT70462.1
OG0024291		PHT70474.1
OG0024292		PHT70498.1
OG0024293		PHT70500.1
OG0024294		PHT70507.1
OG0024295		PHT70544.1
OG0024296		PHT70585.1
OG0024297		PHT70599.1
OG0024298		PHT70628.1
OG0024299		PHT70632.1
OG0024300		PHT70643.1
OG0024301		PHT70676.1
OG0024302		PHT70691.1
OG0024303		PHT70696.1
OG0024304		PHT70698.1
OG0024305		PHT70699.1
OG0024306		PHT70704.1
OG0024307		PHT70752.1
OG0024308		PHT70766.1
OG0024309		PHT70779.1
OG0024310		PHT70833.1
OG0024311		PHT70844.1
OG0024312		PHT70873.1
OG0024313		PHT70887.1
OG0024314		PHT70934.1
OG0024315		PHT70957.1
OG0024316		PHT70961.1
OG0024317		PHT70972.1
OG0024318		PHT71053.1
OG0024319		PHT71067.1
OG0024320		PHT71137.1
OG0024321		PHT71202.1
OG0024322		PHT71263.1
OG0024323		PHT71265.1
OG0024324		PHT71300.1
OG0024325		PHT71310.1
OG0024326		PHT71339.1
OG0024327		PHT71355.1
OG0024328		PHT71394.1
OG0024329		PHT71395.1
OG0024330		PHT71404.1
OG0024331		PHT71412.1
OG0024332		PHT71466.1
OG0024333		PHT71512.1
OG0024334		PHT71615.1
OG0024335		PHT71646.1
OG0024336		PHT71657.1
OG0024337		PHT71661.1
OG0024338		PHT71662.1
OG0024339		PHT71666.1
OG0024340		PHT71691.1
OG0024341		PHT71703.1
OG0024342		PHT71710.1
OG0024343		PHT71736.1
OG0024344		PHT71765.1
OG0024345		PHT71778.1
OG0024346		PHT71813.1
OG0024347		PHT71823.1
OG0024348		PHT71841.1
OG0024349		PHT71846.1
OG0024350		PHT71862.1
OG0024351		PHT71863.1
OG0024352		PHT71875.1
OG0024353		PHT71880.1
OG0024354		PHT71909.1
OG0024355		PHT71924.1
OG0024356		PHT71937.1
OG0024357		PHT71946.1
OG0024358		PHT71956.1
OG0024359		PHT71963.1
OG0024360		PHT71979.1
OG0024361		PHT72004.1
OG0024362		PHT72032.1
OG0024363		PHT72040.1
OG0024364		PHT72048.1
OG0024365		PHT72106.1
OG0024366		PHT72172.1
OG0024367		PHT72175.1
OG0024368		PHT72194.1
OG0024369		PHT72195.1
OG0024370		PHT72199.1
OG0024371		PHT72226.1
OG0024372		PHT72259.1
OG0024373		PHT72261.1
OG0024374		PHT72264.1
OG0024375		PHT72279.1
OG0024376		PHT72306.1
OG0024377		PHT72312.1
OG0024378		PHT72313.1
OG0024379		PHT72341.1
OG0024380		PHT72355.1
OG0024381		PHT72357.1
OG0024382		PHT72374.1
OG0024383		PHT72394.1
OG0024384		PHT72395.1
OG0024385		PHT72396.1
OG0024386		PHT72410.1
OG0024387		PHT72420.1
OG0024388		PHT72448.1
OG0024389		PHT72454.1
OG0024390		PHT72488.1
OG0024391		PHT72549.1
OG0024392		PHT72566.1
OG0024393		PHT72570.1
OG0024394		PHT72587.1
OG0024395		PHT72596.1
OG0024396		PHT72598.1
OG0024397		PHT72667.1
OG0024398		PHT72683.1
OG0024399		PHT72685.1
OG0024400		PHT72693.1
OG0024401		PHT72704.1
OG0024402		PHT72716.1
OG0024403		PHT72728.1
OG0024404		PHT72734.1
OG0024405		PHT72749.1
OG0024406		PHT72752.1
OG0024407		PHT72777.1
OG0024408		PHT72824.1
OG0024409		PHT72830.1
OG0024410		PHT72859.1
OG0024411		PHT72873.1
OG0024412		PHT72874.1
OG0024413		PHT72878.1
OG0024414		PHT72884.1
OG0024415		PHT72916.1
OG0024416		PHT72930.1
OG0024417		PHT72952.1
OG0024418		PHT73010.1
OG0024419		PHT73044.1
OG0024420		PHT73105.1
OG0024421		PHT73110.1
OG0024422		PHT73117.1
OG0024423		PHT73127.1
OG0024424		PHT73161.1
OG0024425		PHT73175.1
OG0024426		PHT73192.1
OG0024427		PHT73204.1
OG0024428		PHT73211.1
OG0024429		PHT73332.1
OG0024430		PHT73345.1
OG0024431		PHT73355.1
OG0024432		PHT73369.1
OG0024433		PHT73411.1
OG0024434		PHT73498.1
OG0024435		PHT73551.1
OG0024436		PHT73564.1
OG0024437		PHT73566.1
OG0024438		PHT73577.1
OG0024439		PHT73603.1
OG0024440		PHT73607.1
OG0024441		PHT73610.1
OG0024442		PHT73669.1
OG0024443		PHT73703.1
OG0024444		PHT73726.1
OG0024445		PHT73832.1
OG0024446		PHT73906.1
OG0024447		PHT73908.1
OG0024448		PHT73930.1
OG0024449		PHT73970.1
OG0024450		PHT73983.1
OG0024451		PHT74012.1
OG0024452		PHT74015.1
