Orthogroup	pepper	lycopersicum
OG0013534	PHT75297.1	Solyc07g005830.3.1
OG0013535	PHT75296.1	Solyc07g005840.2.1
OG0013536	PHT75295.1	Solyc07g005850.3.1
OG0013537	PHT75256.1	Solyc07g005930.4.1
OG0013538	PHT75258.1	Solyc07g005950.4.1
OG0013539	PHT62698.1	Solyc07g005970.3.1
OG0013540	PHT62716.1	Solyc07g006000.3.1
OG0013541	PHT62715.1	Solyc07g006010.3.1
OG0013542	PHT62714.1	Solyc07g006020.3.1
OG0013543	PHT62713.1	Solyc07g006030.4.1
OG0013544	PHT92887.1	Solyc07g006060.3.1
OG0013545	PHT62707.1	Solyc07g006090.3.1
OG0013546	PHT62706.1	Solyc07g006100.4.1
OG0013547	PHT62705.1	Solyc07g006110.4.1
OG0013548	PHT62704.1	Solyc07g006120.3.1
OG0013549	PHT62700.1	Solyc07g006150.3.1
OG0013550	PHT62699.1	Solyc07g006160.3.1
OG0013551	PHT62719.1	Solyc07g006190.3.1
OG0013552	PHT62720.1	Solyc07g006200.3.1
OG0013553	PHT62722.1	Solyc07g006230.1.1
OG0013554	PHT62723.1	Solyc07g006240.4.1
OG0013555	PHT62725.1	Solyc07g006260.3.1
OG0013556	PHT62728.1	Solyc07g006290.3.1
OG0013558	PHT75251.1	Solyc07g006320.4.1
OG0013559	PHT75250.1	Solyc07g006330.2.1
OG0013560	PHT75249.1	Solyc07g006340.3.1
OG0013561	PHT75248.1	Solyc07g006350.3.1
OG0013562	PHT75076.1	Solyc07g006390.3.1
OG0013563	PHT75238.1	Solyc07g006410.1.1
OG0013565	PHT75222.1	Solyc07g006490.3.1
OG0013566	PHT75221.1	Solyc07g006500.3.1
OG0013567	PHT75220.1	Solyc07g006510.3.1
OG0013568	PHT75218.1	Solyc07g006520.3.1
OG0013569	PHT75216.1	Solyc07g006540.3.1
OG0013570	PHT75211.1	Solyc07g006560.3.1
OG0013571	PHT75208.1	Solyc07g006590.1.1
OG0013572	PHT75206.1	Solyc07g006610.3.1
OG0013573	PHT75205.1	Solyc07g006620.4.1
OG0013574	PHT75204.1	Solyc07g006630.4.1
OG0013575	PHT75203.1	Solyc07g006640.3.1
OG0013576	PHT75202.1	Solyc07g006650.4.1
OG0013577	PHT75200.1	Solyc07g006690.3.1
OG0013578	PHT75199.1	Solyc07g006700.1.1
OG0013579	PHT75195.1	Solyc07g006750.3.1
OG0013580	PHT75194.1	Solyc07g006760.4.1
OG0013581	PHT75188.1	Solyc07g006790.3.1
OG0013582	PHT75187.1	Solyc07g006810.3.1
OG0013583	PHT75185.1	Solyc07g006820.4.1
OG0013584	PHT75184.1	Solyc07g006830.4.1
OG0013585	PHT75183.1	Solyc07g006840.1.1
OG0013586	PHT75182.1	Solyc07g006850.3.1
OG0013587	PHT75179.1	Solyc07g006870.4.1
OG0013588	PHT75159.1	Solyc07g006880.1.1
OG0013589	PHT75162.1	Solyc07g006900.2.1
OG0013590	PHT75163.1	Solyc07g006910.4.1
OG0013591	PHT75164.1	Solyc07g006920.3.1
OG0013592	PHT77499.1	Solyc07g006960.3.1
OG0013593	PHT75418.1	Solyc07g006970.4.1
OG0013594	PHT75419.1	Solyc07g006990.3.1
OG0013595	PHT75424.1	Solyc07g007040.4.1
OG0013596	PHT75434.1	Solyc07g007110.4.1
OG0013597	PHT75436.1	Solyc07g007130.1.1
OG0013598	PHT75437.1	Solyc07g007140.3.1
OG0013599	PHT75439.1	Solyc07g007190.3.1
OG0013600	PHT75451.1	Solyc07g007270.3.1
OG0013601	PHT68141.1	Solyc07g007280.4.1
OG0013602	PHT75468.1	Solyc07g007340.3.1
OG0013603	PHT75469.1	Solyc07g007350.1.1
OG0013604	PHT75470.1	Solyc07g007360.3.1
OG0013605	PHT75471.1	Solyc07g007370.3.1
OG0013606	PHT75472.1	Solyc07g007380.4.1
OG0013607	PHT75473.1	Solyc07g007390.3.1
OG0013608	PHT70652.1	Solyc07g007420.3.1
OG0013609	PHT75475.1	Solyc07g007430.3.1
OG0013610	PHT75490.1	Solyc07g007500.3.1
OG0013611	PHT75494.1	Solyc07g007530.1.1
OG0013612	PHT75497.1	Solyc07g007560.3.1
OG0013613	PHT75516.1	Solyc07g007630.3.1
OG0013614	PHT75517.1	Solyc07g007640.3.1
OG0013615	PHT75518.1	Solyc07g007650.3.1
OG0013616	PHT75519.1	Solyc07g007660.1.1
OG0013617	PHT75529.1	Solyc07g007670.3.1
OG0013618	PHT75527.1	Solyc07g007690.4.1
OG0013619	PHT75525.1	Solyc07g007700.3.1
OG0013620	PHT75535.1	Solyc07g007710.4.1
OG0013622	PHT75537.1	Solyc07g007780.3.1
OG0013623	PHT75542.1	Solyc07g007810.3.1
OG0013624	PHT75543.1	Solyc07g007820.3.1
OG0013625	PHT75548.1	Solyc07g007830.4.1
OG0013626	PHT75552.1	Solyc07g007860.1.1
OG0013627	PHT75554.1	Solyc07g007870.3.1
OG0013628	PHT75555.1	Solyc07g007880.1.1
OG0013629	PHT62494.1	Solyc07g007890.3.1
OG0013630	PHT90934.1	Solyc07g007930.3.1
OG0013631	PHT75558.1	Solyc07g007980.3.1
OG0013632	PHT75580.1	Solyc07g008020.3.1
OG0013633	PHT75581.1	Solyc07g008030.3.1
OG0013634	PHT75582.1	Solyc07g008050.4.1
OG0013635	PHT75583.1	Solyc07g008060.1.1
OG0013636	PHT75591.1	Solyc07g008090.4.1
OG0013637	PHT75599.1	Solyc07g008130.3.1
OG0013638	PHT75601.1	Solyc07g008140.3.1
OG0013639	PHT75604.1	Solyc07g008150.3.1
OG0013640	PHT75614.1	Solyc07g008180.4.1
OG0013641	PHT75605.1	Solyc07g008190.4.1
OG0013642	PHT75606.1	Solyc07g008200.3.1
OG0013643	PHT75607.1	Solyc07g008210.4.1
OG0013644	PHT75610.1	Solyc07g008240.3.1
OG0013646	PHT75629.1	Solyc07g008280.4.1
OG0013647	PHT75632.1	Solyc07g008290.4.1
OG0013648	PHT75636.1	Solyc07g008330.3.1
OG0013649	PHT75727.1	Solyc07g008350.3.1
OG0013650	PHT75158.1	Solyc07g008360.2.1
OG0013651	PHT66329.1	Solyc07g008420.3.1
OG0013652	PHT76202.1	Solyc07g008430.2.1
OG0013653	PHT76141.1	Solyc07g008440.3.1
OG0013654	PHT92462.1	Solyc07g008450.3.1
OG0013655	PHT75718.1	Solyc07g008470.3.1
OG0013656	PHT75722.1	Solyc07g008480.3.1
OG0013657	PHT76039.1	Solyc07g008530.1.1
OG0013658	PHT76037.1	Solyc07g008540.3.1
OG0013659	PHT79133.1	Solyc07g008650.4.1
OG0013660	PHT76059.1	Solyc07g008710.3.1
OG0013661	PHT75708.1	Solyc07g008730.2.1
OG0013662	PHT75828.1	Solyc07g008760.4.1
OG0013663	PHT75834.1	Solyc07g008770.4.1
OG0013664	PHT94076.1	Solyc07g008850.3.1
OG0013665	PHT75777.1	Solyc07g008890.3.1
OG0013666	PHT76078.1	Solyc07g008920.4.1
OG0013667	PHT75692.1	Solyc07g008940.3.1
OG0013668	PHT75699.1	Solyc07g009130.4.1
OG0013669	PHT63529.1	Solyc07g009170.4.1
OG0013670	PHT87570.1	Solyc07g009200.1.1
OG0013671	PHT66509.1	Solyc07g009220.2.1
OG0013673	PHT76143.1	Solyc07g009330.4.1
OG0013674	PHT76083.1	Solyc07g009340.2.1
OG0013675	PHT76044.1	Solyc07g009350.4.1
OG0013676	PHT76484.1	Solyc07g009430.1.1
OG0013677	PHT75923.1	Solyc07g009460.3.1
OG0013678	PHT75926.1	Solyc07g009520.2.1
OG0013679	PHT69039.1	Solyc07g014610.4.1
OG0013680	PHT75693.1	Solyc07g014730.3.1
OG0013681	PHT75842.1	Solyc07g014740.3.1
OG0013682	PHT75841.1	Solyc07g015800.1.1
OG0013683	PHT82055.1	Solyc07g015860.3.1
OG0013684	PHT82054.1	Solyc07g015870.4.1
OG0013685	PHT75838.1	Solyc07g015910.4.1
OG0013686	PHT75839.1	Solyc07g015920.3.1
OG0013687	PHT75840.1	Solyc07g015970.3.1
OG0013688	PHT76018.1	Solyc07g015980.4.1
OG0013689	PHT80711.1	Solyc07g015990.2.1
OG0013691	PHT76010.1	Solyc07g017230.3.1
OG0013692	PHT76008.1	Solyc07g017250.4.1
OG0013693	PHT76009.1	Solyc07g017400.3.1
OG0013694	PHT75676.1	Solyc07g017430.3.1
OG0013695	PHT75775.1	Solyc07g017500.3.1
OG0013696	PHT75679.1	Solyc07g017510.3.1
OG0013697	PHT76200.1	Solyc07g017540.4.1
OG0013698	PHT76004.1	Solyc07g017560.4.1
OG0013699	PHT65259.1	Solyc07g017600.3.1
OG0013700	PHT76153.1	Solyc07g017610.3.1
OG0013701	PHT76193.1	Solyc07g017700.3.1
OG0013702	PHT82960.1	Solyc07g017730.3.1
OG0013703	PHT91921.1	Solyc07g017760.1.1
OG0013704	PHT64661.1	Solyc07g017940.1.1
OG0013705	PHT64535.1	Solyc07g017990.3.1
OG0013706	PHT64536.1	Solyc07g018000.3.1
OG0013707	PHT75820.1	Solyc07g018100.2.1
OG0013708	PHT75880.1	Solyc07g018140.3.1
OG0013709	PHT76071.1	Solyc07g018200.1.1
OG0013710	PHT75817.1	Solyc07g018270.3.1
OG0013711	PHT76064.1	Solyc07g018340.3.1
OG0013712	PHT76063.1	Solyc07g018350.2.1
OG0013713	PHT75890.1	Solyc07g018360.3.1
OG0013714	PHT76241.1	Solyc07g019440.3.1
OG0013715	PHT76069.1	Solyc07g019460.3.1
OG0013716	PHT75805.1	Solyc07g019530.3.1
OG0013717	PHT75769.1	Solyc07g020790.4.1
OG0013719	PHT76126.1	Solyc07g020870.3.1
OG0013720	PHT86621.1	Solyc07g021080.1.1
OG0013726	PHT72994.1	Solyc07g021290.1.1
OG0013729	PHT81251.1	Solyc07g021540.3.1
OG0013730	PHT76402.1	Solyc07g021620.1.1
OG0013731	PHT76403.1	Solyc07g021710.3.1
OG0013732	PHT71218.1	Solyc07g022790.4.1
OG0013733	PHT75877.1	Solyc07g022860.4.1
OG0013734	PHT63073.1	Solyc07g022900.4.1
OG0013735	PHT75792.1	Solyc07g024000.3.1
OG0013736	PHT68325.1	Solyc07g024070.3.1
OG0013739	PHT90650.1	Solyc07g025210.2.1
OG0013740	PHT83389.1	Solyc07g025250.3.1
OG0013741	PHT93704.1	Solyc07g025280.1.1
OG0013742	PHT75729.1	Solyc07g025370.3.1
OG0013743	PHT76244.1	Solyc07g025380.3.1
OG0013744	PHT76231.1	Solyc07g025520.3.1
OG0013745	PHT66367.1	Solyc07g026650.3.1
OG0013746	PHT94250.1	Solyc07g026810.3.1
OG0013747	PHT78992.1	Solyc07g027010.1.1
OG0013748	PHT69014.1	Solyc07g027020.4.1
OG0013750	PHT70995.1	Solyc07g032180.3.1
OG0013751	PHT76233.1	Solyc07g032220.3.1
OG0013752	PHT76068.1	Solyc07g032230.3.1
OG0013753	PHT70598.1	Solyc07g032250.4.1
OG0013755	PHT75878.1	Solyc07g032380.4.1
OG0013757	PHT81377.1	Solyc07g032450.1.1
OG0013758	PHT75852.1	Solyc07g032510.3.1
OG0013759	PHT76245.1	Solyc07g032786.1.1
OG0013760	PHT76452.1	Solyc07g038100.3.1
OG0013761	PHT89333.1	Solyc07g038130.3.1
OG0013762	PHT75681.1	Solyc07g039190.4.1
OG0013763	PHT87721.1	Solyc07g039200.4.1
OG0013764	PHT76242.1	Solyc07g039340.4.1
OG0013765	PHT75755.1	Solyc07g039500.4.1
OG0013766	PHT76237.1	Solyc07g039570.3.1
OG0013769	PHT76228.1	Solyc07g040680.3.1
OG0013770	PHT76229.1	Solyc07g040690.3.1
OG0013771	PHT75740.1	Solyc07g040730.1.1
OG0013772	PHT76246.1	Solyc07g040920.2.1
OG0013773	PHT75690.1	Solyc07g040950.3.1
OG0013774	PHT75698.1	Solyc07g040990.4.1
OG0013775	PHT75694.1	Solyc07g041010.3.1
OG0013776	PHT75696.1	Solyc07g041020.3.1
OG0013777	PHT75781.1	Solyc07g041150.4.1
OG0013778	PHT75916.1	Solyc07g041160.3.1
OG0013779	PHT76186.1	Solyc07g041200.3.1
OG0013780	PHT76187.1	Solyc07g041210.3.1
OG0013781	PHT76190.1	Solyc07g041230.3.1
OG0013782	PHT91146.1	Solyc07g041340.2.1
OG0013783	PHT76423.1	Solyc07g041490.3.1
OG0013784	PHT76424.1	Solyc07g041500.3.1
OG0013785	PHT75772.1	Solyc07g041510.3.1
OG0013786	PHT62641.1	Solyc07g041640.3.1
OG0013787	PHT75894.1	Solyc07g041660.4.1
OG0013788	PHT75968.1	Solyc07g041720.1.1
OG0013790	PHT75965.1	Solyc07g041750.3.1
OG0013791	PHT76256.1	Solyc07g041970.4.1
OG0013792	PHT76255.1	Solyc07g041980.3.1
OG0013793	PHT76254.1	Solyc07g042000.4.1
OG0013794	PHT75778.1	Solyc07g042020.3.1
OG0013795	PHT75684.1	Solyc07g042090.4.1
OG0013796	PHT79855.1	Solyc07g042130.4.1
OG0013797	PHT75814.1	Solyc07g042150.3.1
OG0013798	PHT75811.1	Solyc07g042160.3.1
OG0013799	PHT76013.1	Solyc07g042170.3.1
OG0013800	PHT91835.1	Solyc07g042220.2.1
OG0013801	PHT71865.1	Solyc07g042235.1.1
OG0013802	PHT76116.1	Solyc07g042260.4.1
OG0013803	PHT76118.1	Solyc07g042270.4.1
OG0013804	PHT76240.1	Solyc07g042280.4.1
OG0013805	PHT69274.1	Solyc07g042300.1.1
OG0013806	PHT76012.1	Solyc07g042390.3.1
OG0013807	PHT75798.1	Solyc07g042430.1.1
OG0013808	PHT75799.1	Solyc07g042440.3.1
OG0013809	PHT90013.1	Solyc07g042450.3.1
OG0013810	PHT94965.1	Solyc07g042510.3.1
OG0013811	PHT75850.1	Solyc07g042570.3.1
OG0013812	PHT76148.1	Solyc07g042580.3.1
OG0013813	PHT76150.1	Solyc07g042590.4.1
OG0013814	PHT75847.1	Solyc07g042620.4.1
OG0013815	PHT75848.1	Solyc07g042630.4.1
OG0013818	PHT80538.1	Solyc07g042750.4.1
OG0013819	PHT95032.1	Solyc07g042760.1.1
OG0013820	PHT76120.1	Solyc07g042800.2.1
OG0013821	PHT75731.1	Solyc07g042910.4.1
OG0013822	PHT75915.1	Solyc07g042950.1.1
OG0013823	PHT75914.1	Solyc07g042970.4.1
OG0013824	PHT75911.1	Solyc07g042990.1.1
OG0013825	PHT90449.1	Solyc07g043070.3.1
OG0013826	PHT89141.1	Solyc07g043130.3.1
OG0013827	PHT75906.1	Solyc07g043180.1.1
OG0013828	PHT65150.1	Solyc07g043240.4.1
OG0013829	PHT75649.1	Solyc07g043250.1.1
OG0013830	PHT75650.1	Solyc07g043270.3.1
OG0013831	PHT75660.1	Solyc07g043330.3.1
OG0013832	PHT75662.1	Solyc07g043390.4.1
OG0013833	PHT76025.1	Solyc07g043460.3.1
OG0013834	PHT76022.1	Solyc07g043510.3.1
OG0013835	PHT75766.1	Solyc07g043570.3.1
OG0013836	PHT75765.1	Solyc07g043580.4.1
OG0013837	PHT75762.1	Solyc07g043600.4.1
OG0013838	PHT76226.1	Solyc07g044750.3.1
OG0013839	PHT75974.1	Solyc07g044760.3.1
OG0013840	PHT75977.1	Solyc07g044780.3.1
OG0013841	PHT90384.1	Solyc07g044820.1.1
OG0013842	PHT75978.1	Solyc07g044830.3.1
OG0013843	PHT75983.1	Solyc07g044840.3.1
OG0013844	PHT75986.1	Solyc07g044870.4.1
OG0013846	PHT75992.1	Solyc07g044920.1.1
OG0013847	PHT75994.1	Solyc07g044930.3.1
OG0013848	PHT75982.1	Solyc07g044960.1.1
OG0013849	PHT75980.1	Solyc07g044980.3.1
OG0013850	PHT75898.1	Solyc07g045000.4.1
OG0013851	PHT81649.1	Solyc07g045050.3.1
OG0013852	PHT73282.1	Solyc07g045060.1.1
OG0013853	PHT75905.1	Solyc07g045070.3.1
OG0013854	PHT76000.1	Solyc07g045140.4.1
OG0013855	PHT75999.1	Solyc07g045150.3.1
OG0013856	PHT75642.1	Solyc07g045220.3.1
OG0013857	PHT75641.1	Solyc07g045230.4.1
OG0013858	PHT75639.1	Solyc07g045250.1.1
OG0013860	PHT75949.1	Solyc07g045310.4.1
OG0013861	PHT75947.1	Solyc07g045330.3.1
OG0013862	PHT75943.1	Solyc07g045340.4.1
OG0013864	PHT75876.1	Solyc07g045380.3.1
OG0013865	PHT75872.1	Solyc07g045390.3.1
OG0013866	PHT75868.1	Solyc07g045420.4.1
OG0013867	PHT75866.1	Solyc07g045440.1.1
OG0013868	PHT75864.1	Solyc07g045460.3.1
OG0013869	PHT75863.1	Solyc07g045470.3.1
OG0013870	PHT75862.1	Solyc07g045480.3.1
OG0013871	PHT75861.1	Solyc07g045490.3.1
OG0013872	PHT75860.1	Solyc07g045510.4.1
OG0013873	PHT75859.1	Solyc07g045520.4.1
OG0013874	PHT77367.1	Solyc07g045530.2.1
OG0013875	PHT75858.1	Solyc07g045540.4.1
OG0013877	PHT75973.1	Solyc07g047610.3.1
OG0013878	PHT76272.1	Solyc07g047670.3.1
OG0013879	PHT76260.1	Solyc07g047680.3.1
OG0013880	PHT76262.1	Solyc07g047690.1.1
OG0013881	PHT76263.1	Solyc07g047700.4.1
OG0013883	PHT76270.1	Solyc07g047770.4.1
OG0013884	PHT76274.1	Solyc07g047780.3.1
OG0013885	PHT76275.1	Solyc07g047790.3.1
OG0013886	PHT76278.1	Solyc07g047800.3.1
OG0013887	PHT76279.1	Solyc07g047820.3.1
OG0013888	PHT76283.1	Solyc07g047830.3.1
OG0013889	PHT76284.1	Solyc07g047840.2.1
OG0013890	PHT82881.1	Solyc07g047900.3.1
OG0013891	PHT76290.1	Solyc07g047940.4.1
OG0013892	PHT76291.1	Solyc07g047950.1.1
OG0013893	PHT76292.1	Solyc07g047960.3.1
OG0013894	PHT76293.1	Solyc07g047980.3.1
OG0013895	PHT76297.1	Solyc07g048000.3.1
OG0013896	PHT76296.1	Solyc07g048010.4.1
OG0013898	PHT76301.1	Solyc07g048050.3.1
OG0013899	PHT76302.1	Solyc07g048070.3.1
OG0013900	PHT76303.1	Solyc07g048080.4.1
OG0013901	PHT76308.1	Solyc07g048100.3.1
OG0013902	PHT76323.1	Solyc07g048120.3.1
OG0013903	PHT76336.1	Solyc07g049160.4.1
OG0013904	PHT76316.1	Solyc07g049190.4.1
OG0013905	PHT76324.1	Solyc07g049230.1.1
OG0013906	PHT76332.1	Solyc07g049280.3.1
OG0013907	PHT89410.1	Solyc07g049320.4.1
OG0013908	PHT76350.1	Solyc07g049350.3.1
OG0013909	PHT76351.1	Solyc07g049360.3.1
OG0013910	PHT76356.1	Solyc07g049370.2.1
OG0013911	PHT76355.1	Solyc07g049380.1.1
OG0013912	PHT76359.1	Solyc07g049390.3.1
OG0013913	PHT76366.1	Solyc07g049440.3.1
OG0013914	PHT76357.1	Solyc07g049450.3.1
OG0013915	PHT91422.1	Solyc07g049460.3.1
OG0013916	PHT76369.1	Solyc07g049470.4.1
OG0013917	PHT76399.1	Solyc07g049500.3.1
OG0013918	PHT81013.1	Solyc07g049510.1.1
OG0013919	PHT76377.1	Solyc07g049560.3.1
OG0013920	PHT76371.1	Solyc07g049590.3.1
OG0013921	PHT76395.1	Solyc07g049610.1.1
OG0013922	PHT76386.1	Solyc07g049690.3.1
OG0013923	PHT76385.1	Solyc07g049710.3.1
OG0013924	PHT76384.1	Solyc07g049720.4.1
OG0013925	PHT76383.1	Solyc07g049730.3.1
OG0013926	PHT76382.1	Solyc07g049740.4.1
OG0013927	PHT76381.1	Solyc07g049750.3.1
OG0013928	PHT76380.1	Solyc07g051810.2.1
OG0013929	PHT62987.1	Solyc07g051820.3.1
OG0013930	PHT76438.1	Solyc07g051840.4.1
OG0013931	PHT76437.1	Solyc07g051850.3.1
OG0013932	PHT76419.1	Solyc07g052000.1.1
OG0013933	PHT76413.1	Solyc07g052170.1.1
OG0013935	PHT66691.1	Solyc07g052270.3.1
OG0013936	PHT62431.1	Solyc07g052290.1.1
OG0013937	PHT76439.1	Solyc07g052300.3.1
OG0013938	PHT76448.1	Solyc07g052340.4.1
OG0013939	PHT76459.1	Solyc07g052360.2.1
OG0013940	PHT76465.1	Solyc07g052410.4.1
OG0013941	PHT76466.1	Solyc07g052420.3.1
OG0013942	PHT86903.1	Solyc07g052460.3.1
OG0013943	PHT76473.1	Solyc07g052470.3.1
OG0013944	PHT76474.1	Solyc07g052480.3.1
OG0013945	PHT76475.1	Solyc07g052490.4.1
OG0013946	PHT76476.1	Solyc07g052500.1.1
OG0013947	PHT76479.1	Solyc07g052560.3.1
OG0013948	PHT76480.1	Solyc07g052570.4.1
OG0013949	PHT76485.1	Solyc07g052610.3.1
OG0013950	PHT76487.1	Solyc07g052620.1.1
OG0013951	PHT76489.1	Solyc07g052650.2.1
OG0013952	PHT76490.1	Solyc07g052660.1.1
OG0013953	PHT76491.1	Solyc07g052670.3.1
OG0013955	PHT76164.1	Solyc07g052910.3.1
OG0013956	PHT76165.1	Solyc07g052930.3.1
OG0013957	PHT76166.1	Solyc07g052940.4.1
OG0013958	PHT76170.1	Solyc07g052960.3.1
OG0013959	PHT76171.1	Solyc07g052970.3.1
OG0013960	PHT76174.1	Solyc07g052980.3.1
OG0013961	PHT76497.1	Solyc07g053040.3.1
OG0013962	PHT76498.1	Solyc07g053050.1.1
OG0013963	PHT88790.1	Solyc07g053060.3.1
OG0013964	PHT89266.1	Solyc07g053110.3.1
OG0013965	PHT76507.1	Solyc07g053150.3.1
OG0013967	PHT76510.1	Solyc07g053160.4.1
OG0013968	PHT76514.1	Solyc07g053170.4.1
OG0013969	PHT76516.1	Solyc07g053180.3.1
OG0013970	PHT76517.1	Solyc07g053190.4.1
OG0013971	PHT76519.1	Solyc07g053210.3.1
OG0013972	PHT76520.1	Solyc07g053220.2.1
OG0013973	PHT76808.1	Solyc07g053270.3.1
OG0013974	PHT76817.1	Solyc07g053290.3.1
OG0013975	PHT76818.1	Solyc07g053300.1.1
OG0013976	PHT76820.1	Solyc07g053310.3.1
OG0013977	PHT76821.1	Solyc07g053320.4.1
OG0013978	PHT76823.1	Solyc07g053350.4.1
OG0013979	PHT76730.1	Solyc07g053360.4.1
OG0013980	PHT76729.1	Solyc07g053380.2.1
OG0013982	PHT76726.1	Solyc07g053410.4.1
OG0013983	PHT76724.1	Solyc07g053440.4.1
OG0013984	PHT76723.1	Solyc07g053450.4.1
OG0013985	PHT76722.1	Solyc07g053460.4.1
OG0013986	PHT76719.1	Solyc07g053470.4.1
OG0013987	PHT76717.1	Solyc07g053490.3.1
OG0013988	PHT76716.1	Solyc07g053520.2.1
OG0013989	PHT76715.1	Solyc07g150145.1.1
OG0013990	PHT76713.1	Solyc07g053550.3.1
OG0013991	PHT76712.1	Solyc07g053560.3.1
OG0013992	PHT76711.1	Solyc07g053570.4.1
OG0013993	PHT76709.1	Solyc07g053580.3.1
OG0013994	PHT76707.1	Solyc07g053590.4.1
OG0013995	PHT76706.1	Solyc07g053600.3.1
OG0013996	PHT76703.1	Solyc07g053610.3.1
OG0013997	PHT76702.1	Solyc07g053615.1.1
OG0013998	PHT76701.1	Solyc07g053630.4.1
OG0013999	PHT76700.1	Solyc07g053640.1.1
OG0014000	PHT76697.1	Solyc07g053670.3.1
OG0014002	PHT76688.1	Solyc07g053700.4.1
OG0014003	PHT76679.1	Solyc07g053750.1.1
OG0014004	PHT76672.1	Solyc07g053820.3.1
OG0014005	PHT76670.1	Solyc07g053840.1.1
OG0014007	PHT76669.1	Solyc07g053860.3.1
OG0014008	PHT76668.1	Solyc07g053870.4.1
OG0014009	PHT76667.1	Solyc07g053880.3.1
OG0014010	PHT66423.1	Solyc07g053900.2.1
OG0014011	PHT76656.1	Solyc07g053930.1.1
OG0014012	PHT76655.1	Solyc07g053940.1.1
OG0014013	PHT92135.1	Solyc07g054060.3.1
OG0014014	PHT76625.1	Solyc07g054070.4.1
OG0014015	PHT76630.1	Solyc07g054140.3.1
OG0014016	PHT76637.1	Solyc07g054160.3.1
OG0014017	PHT76638.1	Solyc07g054170.3.1
OG0014018	PHT76639.1	Solyc07g054180.4.1
OG0014019	PHT76621.1	Solyc07g054200.4.1
OG0014020	PHT76620.1	Solyc07g054210.3.1
OG0014021	PHT76619.1	Solyc07g054220.1.1
OG0014023	PHT76611.1	Solyc07g054270.3.1
OG0014024	PHT76599.1	Solyc07g054380.2.1
OG0014025	PHT76598.1	Solyc07g054390.1.1
OG0014026	PHT65985.1	Solyc07g054400.3.1
OG0014027	PHT76597.1	Solyc07g054410.1.1
OG0014028	PHT76594.1	Solyc07g054420.2.1
OG0014029	PHT76593.1	Solyc07g054430.3.1
OG0014030	PHT76592.1	Solyc07g054440.3.1
OG0014031	PHT76587.1	Solyc07g054480.3.1
OG0014032	PHT76586.1	Solyc07g054490.3.1
OG0014033	PHT76584.1	Solyc07g054540.4.1
OG0014035	PHT76563.1	Solyc07g054670.4.1
OG0014036	PHT76562.1	Solyc07g054680.3.1
OG0014037	PHT76561.1	Solyc07g054690.1.1
OG0014039	PHT76558.1	Solyc07g054720.2.1
OG0014040	PHT76552.1	Solyc07g054740.3.1
OG0014041	PHT76541.1	Solyc07g054820.4.1
OG0014042	PHT76539.1	Solyc07g054840.4.1
OG0014043	PHT76537.1	Solyc07g054850.3.1
OG0014044	PHT76529.1	Solyc07g054950.2.1
OG0014045	PHT76806.1	Solyc07g055010.3.1
OG0014046	PHT76795.1	Solyc07g055040.1.1
OG0014047	PHT63006.1	Solyc07g055140.3.1
OG0014048	PHT63005.1	Solyc07g055150.3.1
OG0014049	PHT63003.1	Solyc07g055170.1.1
OG0014050	PHT63002.1	Solyc07g055180.3.1
OG0014051	PHT76744.1	Solyc07g055215.1.1
OG0014052	PHT76741.1	Solyc07g055240.1.1
OG0014053	PHT76740.1	Solyc07g055260.3.1
OG0014054	PHT76739.1	Solyc07g055270.1.1
OG0014055	PHT76735.1	Solyc07g055310.1.1
OG0014056	PHT76734.1	Solyc07g055320.4.1
OG0014057	PHT76733.1	Solyc07g055340.3.1
OG0014058	PHT76770.1	Solyc07g055550.2.1
OG0014059	PHT76843.1	Solyc07g055700.2.1
OG0014060	PHT76845.1	Solyc07g055710.3.1
OG0014061	PHT76846.1	Solyc07g055720.4.1
OG0014062	PHT76848.1	Solyc07g055730.4.1
OG0014063	PHT76855.1	Solyc07g055800.2.1
OG0014064	PHT76870.1	Solyc07g055830.3.1
OG0014065	PHT76867.1	Solyc07g055850.4.1
OG0014066	PHT76866.1	Solyc07g055860.4.1
OG0014067	PHT76865.1	Solyc07g055870.4.1
OG0014068	PHT93211.1	Solyc07g055880.1.1
OG0014069	PHT76872.1	Solyc07g055920.4.1
OG0014070	PHT76926.1	Solyc07g056020.3.1
OG0014071	PHT76925.1	Solyc07g056030.3.1
OG0014072	PHT76924.1	Solyc07g056050.1.1
OG0014073	PHT76922.1	Solyc07g056060.4.1
OG0014074	PHT76921.1	Solyc07g056070.2.1
OG0014075	PHT76915.1	Solyc07g056120.3.1
OG0014076	PHT76912.1	Solyc07g056160.4.1
OG0014077	PHT76909.1	Solyc07g056180.2.1
OG0014079	PHT76907.1	Solyc07g056220.3.1
OG0014080	PHT76906.1	Solyc07g056230.3.1
OG0014081	PHT76905.1	Solyc07g056250.3.1
OG0014082	PHT76904.1	Solyc07g056260.4.1
OG0014083	PHT76903.1	Solyc07g056270.3.1
OG0014084	PHT76902.1	Solyc07g056280.3.1
OG0014085	PHT76899.1	Solyc07g056290.2.1
OG0014086	PHT76898.1	Solyc07g056300.1.1
OG0014087	PHT76897.1	Solyc07g056310.3.1
OG0014088	PHT76895.1	Solyc07g056320.4.1
OG0014089	PHT76890.1	Solyc07g056360.1.1
OG0014090	PHT76959.1	Solyc07g056400.1.1
